precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta;CCAA
885 €/mes;Piso en Cartuja;/alquilar/piso-granada_capital_centro_catedral18010-43382425458_100500/;Centro-Catedral (Granada Capital);75 m²;Piso en granada zona cartuja, 75 m. De superficie, 3 habitaciones dobles,  un baño, propiedad en buen estado, cocina equipada, car...;37.1761064;-3.5973931;3 habs.;1 baño;3ª planta;granada
700 €/mes;Loft en calle Moral Alta;/alquilar/loft-realejo18009-41755595423_100500/;Realejo (Granada Capital);65 m²;Estupendo loft totalmente amoblado y equipado en alquiler | zona realejo | precio de alquiler incluye la comunidad, el gasto de su...;37.1714147;-3.5937038;;1 baño;;granada
1.100 €/mes;Piso en calle Emperatriz Eugenia;/alquilar/piso-camino_de_ronda18002-43352784185_995984/;Camino de Ronda (Distrito Ronda. Granada Capital);95 m²;Disponible reformado para el próximo curso piso para estudiantes en calle emperatriz eugenia. Es un piso en planta alta con ascens...;37.1759934;-3.6069498;3 habs.;2 baños;6ª planta;granada
1.135 €/mes;Piso en Camino de Ronda;/alquilar/piso-figares_san_anton18005-45011857579_100500/;Figares-San Antón (Granada Capital);120 m²;"¡Reserva este piso para el próximo curso!

La vivienda consta de:
-amplio y luminoso salón con zona de estar y zona de comedor.
-c...";37.1679884;-3.6017938;3 habs.;2 baños;Bajo;granada
750 €/mes;Piso en Hipercor;/alquilar/piso-camino_de_ronda18004-44188636123_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);85 m²;"¡Reserva este piso para el próximo curso 24-25!

 La vivienda consta de 3 habitaciones totalmente equipadas para estudiantes,  un ...";37.1797946;-3.6139706;3 habs.;1 baño;4ª planta;granada
1.100 €/mes;Piso en calle Doctor Azpitarte;/alquilar/piso-pajaritos_plaza_de_toros18012-45003669189_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);100 m²;"Reserva tu piso con calefaccion central para el proximo curso 24-25!!

-amplio piso exterior  de 4 dormitorios totalmente equipado...";37.1882621;-3.6078773;4 habs.;2 baños;6ª planta;granada
900 €/mes;Piso en Centro;/alquilar/piso-figares_san_anton18005-44225268479_100500/;Figares-San Antón (Granada Capital);65 m²;"Buscas un hogar totalmente reformado y moderno? Este es tu piso !!!
Te presentamos este fantástico apartamento situado en pleno ce...";37.1713025;-3.5996156;1 hab.;1 baño;Bajo;granada
1.200 €/mes;Piso en Recogidas;/alquilar/piso-figares_san_anton18005-45066223892_100500/;Figares-San Antón (Granada Capital);90 m²;En calle recogidas, piso reformado en planta alta. Está amueblado y dispone de salón con cocina, 2 dormitorios, 2 cuartos de baño,...;37.1726016;-3.6015056;2 habs.;2 baños;6ª planta;granada
780 €/mes;Piso en Alcampo;/alquilar/piso-norte_cartuja-42577856491_100500/;Cartuja (Distrito Norte. Granada Capital);92 m²;"Reserva para este piso en cartuja  ¡Entrada inmediata!  ¡Para estudiantes!  ¡Contrato de temporada!

La vivienda consta de: 
-un a...";37.2015677;-3.599171;3 habs.;1 baño;1ª planta;granada
680 €/mes;Casa adosada en Alfacar  Zona de - Jun;/alquilar/casa_adosada-jun_centro_urbano-45049290120_100500/;Jun;140 m²;Bonita casa adosada en jun sin amueblar ,cerca de todos los servicios y a un paso de la autovía y el parque comercial de granaita,...;37.2192664;-3.5940139;3 habs.;2 baños;;granada
950 €/mes;Piso en Camino de Ronda;/alquilar/piso-pajaritos_plaza_de_toros18014-45048213039_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);90 m²;"¡Disponible para el 1 de julio!  ¡Contratos de temporada!  ¡Para familias o trabajadores! 

La vivienda consta de :
-salón con zon...";37.1861241;-3.6123134;3 habs.;1 baño;1ª planta;granada
1.200 €/mes;Piso en calle Tórtola;/alquilar/piso-pajaritos_plaza_de_toros18014-45064108823_995984/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);120 m²;Disponible para curso 2024-2025! Se alquila piso de 4 dormitorios en los pajaritos. Dispone de dos baños y salón con dos ambientes...;37.1855237;-3.6108904;4 habs.;2 baños;2ª planta;granada
900 €/mes;Piso en Cervantes;/alquilar/piso-genil_cervantes18006-45045139469_100500/;Cervantes (Distrito Genil. Granada Capital);80 m²;"Atención estudiantes!! Reserva para el próximo curso y que no se te adelanten!!
Piso recién reformado de 3 dormitorios, 1 baño, co...";37.1648111;-3.5945747;3 habs.;1 baño;3ª planta;granada
1.135 €/mes;Piso en Barrio San Lazaro;/alquilar/piso-pajaritos_plaza_de_toros18012-45050409902_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);130 m²;Plaza san lazaro, 3 dormitorios, 2 baños completos, cocina amueblada y salón muy grande, 128 metros.aire acondicionado en todas la...;37.1864949;-3.605467;3 habs.;2 baños;16ª planta;granada
990 €/mes;Piso en Centro;/alquilar/piso-figares_san_anton18004-33335754723_100500/;Figares-San Antón (Granada Capital);92 m²;"¡Reserva este piso para el curso 24-25!

Piso totalmente equipado y en una zona muy céntrica. Salón, cocina totalmente equipada, t...";37.1675629;-3.6024329;3 habs.;1 baño;2ª planta;granada
975 €/mes;Piso en Plaza de Toros;/alquilar/piso-pajaritos_plaza_de_toros18012-42562949970_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);78 m²;"Piso en granada,  zona plaza de toros.

Puede contactar con la agencia  por whatsappal633662438. 

Cuenta con 78 m. De superficie,...";37.1896662;-3.6085667;3 habs.;1 baño;1ª planta;granada
685 €/mes;Estudio en Centro;/alquilar/estudio-granada_capital_centro_catedral18002-44194128888_100500/;Centro-Catedral (Granada Capital);33 m²;"¡Reserva este estudio en el centro!  ¡Disponible para junio, julio y agosto!

La vivienda está totalmente reformada, con un amplio...";37.1748335;-3.6026831;1 hab.;1 baño;;granada
400 €/mes;Chalet en La Calahorra;/alquilar/chalet-la_calahorra_centro_urbano-45025989492_108900/;La Calahorra;90 m²;Magnífica casa adosada de 90m². Dispone de 3 habitaciones, una habitación actualmente como comedor pero se puede dar cualquier uso...;37.1846;-3.05953;3 habs.;2 baños;;granada
700 €/mes;Piso en Frai Novosur;/alquilar/piso-jun_centro_urbano-45089828826_100500/;Jun;65 m²;"Se alquila este fantástico piso en la urbanización novosur (alhendin).
Fantástico piso todo exterior. Consta de dos dormitorios co...";37.2204379;-3.5933598;2 habs.;1 baño;Bajo;granada
A consultar;Casa en Salobreña;/alquilar/casa-salobrena_centro_urbano-37579963553_103200/;Salobreña;;"1.300€/semana
Este espectacular chalet en alquiler se encuentra en la urbanización el pargo, a menos ...";36.745400141;-3.612373585;3 habs.;2 baños;;granada
1.350 €/mes;Piso en Gran Capitan;/alquilar/piso-granada_capital_centro_catedral18002-45002516535_106700/;Centro-Catedral (Granada Capital);100 m²;Magnifico piso muy luminoso en zona de gran capitan en planta alta, dispone de 3 dormitorios, 2 baños completos, salón con cocina ...;37.1781889;-3.6066971;3 habs.;2 baños;;granada
1.000 €/mes;Piso en Centro;/alquilar/piso-granada_capital_centro_catedral18002-43356964938_100500/;Centro-Catedral (Granada Capital);99 m²;"Reserva tu piso para el proximo curso 2024-25!!

-amplio piso en pleno centro de 3 dormitorios totalmente equipados (cama, escrito...";37.1742418;-3.6041025;3 habs.;1 baño;5ª planta;granada
650 €/mes;Piso en Centro Salud;/alquilar/piso-armilla_san_anton18100-45058519379_100500/;San Antón (Armilla);75 m²;650 euros , comunidad y garaje  incluido , dos dormitorios, muy bien amueblado,en muy  buen estado  excelente zona, junto centro d...;37.14159848;-3.623166717;2 habs.;1 baño;1ª planta;granada
900 €/mes;Chalet en calle del Agua del Albaicín;/alquilar/chalet-albaicin_distrito18010-40061341721_100500/;Albaicín (Granada Capital);120 m²;Hermosa y amplia casa con 3 dormitorios y 5 camas un baño completo y un aseo | zona albaicin | precio de alquiler no incluye el ga...;37.1832104;-3.593305;3 habs.;2 baños;;granada
1.080 €/mes;Piso en Camino de Ronda;/alquilar/piso-camino_de_ronda18004-45074402242_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);114 m²;"¡Reserva este piso para el próximo curso!

La vivienda consta de:
-amplio y luminoso salón con zona de estar y zona de comedor y b...";37.1674195;-3.6043896;4 habs.;2 baños;1ª planta;granada
700 €/mes;Piso en San Antón;/alquilar/piso-armilla_san_anton18100-45064694746_995390/;San Antón (Armilla);70 m²;Atico de  2  dormitorios,   se  alquila  en el centro de  armilla,   amueblado  con  muebles,  de  estilo   moderno,   amplia  ter...;37.1429396;-3.6259283;2 habs.;1 baño;3ª planta;granada
770 €/mes;Piso en calle de Enriqueta Lozano, 14;/alquilar/piso-realejo18009-9230977139_100500/;Realejo (Granada Capital);81 m²;B6020j1. Bonito piso tipo loft en el centro de la ciudad, junto a la plaza de la mariana. El inmueble tiene múltiples posibilidade...;37.1718;-3.59621;2 habs.;1 baño;1ª planta;granada
875 €/mes;Piso en Campus de La Salud;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18016-45039577875_100500/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);102 m²;Bonito apartamento en urbanización campus de la salud, amueblado completamente, 2 dormitorios con armarios empotrados, 2 baños, sa...;37.1495434;-3.6039976;2 habs.;2 baños;2ª planta;granada
1.200 €/mes;Piso en Granada;/alquilar/piso-granada_capital_centro_catedral18002-45092196444_100500/;Centro-Catedral (Granada Capital);75 m²;"¿Quieres vivir en el centro de granada en un piso a estrenar? 

Sacamos a la venta este precioso piso recién reformado de 75m² con...";37.1727008;-3.6022252;3 habs.;2 baños;5ª planta;granada
1.200 €/mes;Piso en Centro;/alquilar/piso-caseria_de_montijo_nueva_granada18011-43364091848_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);;Piso en granada zona parque nueva granada, 120.00 m. De superficie, 4 habitaciones dobles, 2 baños, propiedad en buen estado, coci...;37.1984105;-3.5980148;4 habs.;2 baños;Bajo;granada
900 €/mes;Piso en Centro;/alquilar/piso-genil_cervantes18006-44185017119_100500/;Cervantes (Distrito Genil. Granada Capital);95 m²;"Reserva este pisazo en pleno centro para el proximo curso 24-25!

-amplio piso con 3 dormitorios totalmente equipados para estudia...";37.1639363;-3.5958084;3 habs.;1 baño;Bajo;granada
795 €/mes;Piso en calle Tendillas Santa Paula;/alquilar/piso-granada_capital_centro_catedral18001-25063924931_100500/;Centro-Catedral (Granada Capital);70 m²;"¡Reserva este piso para el próximo curso! ¡Sólo reserva online!
 
 Piso de 2 dormitorios en pleno centro, junto facultad de derech...";37.178285;-3.6011227;2 habs.;1 baño;Bajo;granada
1.050 €/mes;Piso en Centro;/alquilar/piso-camino_de_ronda18002-43417095046_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);80 m²;"¡Contrato de temporada! ¡Para trabajadores, familias o estudiantes de master! ¡Entrada inmediata!

¡Ático totalmente reformado en ...";37.1719003;-3.6024624;2 habs.;2 baños;6ª planta;granada
1.200 €/mes;Piso en Pedro Antonio de Alarcon;/alquilar/piso-camino_de_ronda18003-45064831161_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);106 m²;"Magnifico piso en unas de las zonas mas concurridas de granada, a pie de metro 
Especial para estudiantes, cuatro habitaciones y d...";37.175397678;-3.609157203;4 habs.;2 baños;4ª planta;granada
900 €/mes;Piso en Barrio San Francisco;/alquilar/piso-beiro_san_francisco_javier18011-45042120334_100500/;San Francisco Javier (Distrito Beiro. Granada Capital);125 m²;1. Piso → piso en granada zona barrio san francisco, 125.00 m. De superficie, 3 habitaciones dobles,  un baño, propiedad reformada...;37.1932624;-3.6049593;3 habs.;1 baño;Bajo;granada
1.000 €/mes;Piso en Parque Almunia;/alquilar/piso-los_periodistas_parque_almunia18014-42522453651_100500/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);118 m²;Junto a la parada de metro de cerrillo de maracena, en la calle hermigua.                                                         ...;37.2027415;-3.6229589;3 habs.;2 baños;1ª planta;granada
800 €/mes;Piso en Realejo;/alquilar/piso-realejo18009-44252163031_106700/;Realejo (Granada Capital);85 m²;Se alquila piso para estudiantes temporada 24/25 en la zona del realejo, rodeado de todo tipo de servicios, zonas de ocio, muy cer...;37.1745407;-3.5947804;3 habs.;1 baño;;granada
900 €/mes;Piso en Arabial;/alquilar/piso-camino_de_ronda18003-45048369837_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);95 m²;"¡Reserva este piso para el próximo curso! 

Piso de 3 dormitorios y 1 baño en camino de ronda. La vivienda consta de un amplio sal...";37.18018;-3.6120888;3 habs.;1 baño;4ª planta;granada
1.150 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18005-45057916352_100500/;Figares-San Antón (Granada Capital);110 m²;"Solo estudiantes!!

¡Te presentamos esta increíble oportunidad de alquiler!

Este piso luminoso ofrece 4 habitaciones dobles y 1 b...";37.16979726;-3.597424073;4 habs.;1 baño;2ª planta;granada
1.300 €/mes;Piso en Gran Via;/alquilar/piso-san_ildefonso_hospital_real18010-45007047721_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);185 m²;"¡Reserva este piso para el próximo curso!

La vivienda consta de:

-un amplio y luminoso salón con zona de estar y comedor, con vi...";37.1837098;-3.6009701;4 habs.;1 baño;3ª planta;granada
750 €/mes;Apartamento en Albaycin;/alquilar/apartamento-albaicin_distrito18010-41737030991_100500/;Albaicín (Granada Capital);33 m²;"¡Reserva este fantástico y acogedor apartamento en el albaicín! 

La vivienda se encuentra en una de las zonas más bonitas y histó...";37.1831446;-3.5916785;1 hab.;1 baño;Bajo;granada
850 €/mes;Piso en calle Espino;/alquilar/piso-albaicin_distrito18010-43391289279_100500/;Albaicín (Granada Capital);75 m²;Precioso piso de dos dormitorios en alquiler | zona albaicin - granada | precio de alquiler incluye comunidad el gasto de suminist...;37.1792832;-3.5901774;2 habs.;2 baños;1ª planta;granada
1.000 €/mes;Piso en Pedro Antonio de Alarcon;/alquilar/piso-camino_de_ronda18002-44245063765_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);90 m²;"¡Reserva este piso para el próximo curso!

La vivienda consta de :
-un amplio y luminoso salón, con zona de estar y zona comedor.
...";37.1754209;-3.6082875;3 habs.;2 baños;1ª planta;granada
865 €/mes;Piso en San Ildefonso;/alquilar/piso-san_ildefonso_hospital_real18012-45056887566_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);130 m²;Se alquilan 3 habitaciones en piso de 5 habitaciones. Se situa en plaza san isidro. Propiedad en buen estado, cocina equipada, car...;37.1869175;-3.6034544;3 habs.;2 baños;5ª planta;granada
900 €/mes;Dúplex en Albaycin;/alquilar/duplex-albaicin_distrito18010-44260688976_100500/;Albaicín (Granada Capital);80 m²;Situado a 2 minutos de plaza nueva y carrera del darro, de calle elvira y gran vía (albaicín zona). Dúplex de 3 dormitorios, 2 bañ...;37.1771475;-3.5966782;3 habs.;2 baños;2ª planta;granada
1.000 €/mes;Piso en Constitucion;/alquilar/piso-pajaritos_plaza_de_toros18014-43382393204_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);156 m²;Gran oportunidad!  Te ofrecemos esta amplia vivienda en uno de los barrios más emblemáticos de la ciudad de granada. Frente al hos...;37.1863068;-3.6093557;3 habs.;2 baños;6ª planta;granada
1.150 €/mes;Piso en Recogidas;/alquilar/piso-granada_capital_centro_catedral18002-45073890055_106700/;Centro-Catedral (Granada Capital);68 m²;Estupendo piso en la calle recogidas, al lado de todo tipo de comercios, supermercados, bancos,. Dispone de 2 habitaciones con tel...;37.1730224;-3.6029667;2 habs.;2 baños;;granada
950 €/mes;Piso en calle Emperatriz Eugenia;/alquilar/piso-camino_de_ronda18003-45096291561_995984/;Camino de Ronda (Distrito Ronda. Granada Capital);100 m²;Disponible piso en calle emperatriz eugenia junto a camino de ronda. Excelente ubicación debido a su cercanía al campus universita...;37.1754209;-3.6082875;3 habs.;1 baño;1ª planta;granada
700 €/mes;Ático en calle de Miguel Hernández;/alquilar/atico-la_zubia_centro_urbano-45031610563_100500/;La Zubia;90 m²;Ref: b5955j6 fantástico ático en la zubia con 2 dormitorios y despacho (habitación abierta al pasillo) con vistas a la sierra y a ...;37.1223;-3.58638;3 habs.;1 baño;;granada
885 €/mes;Piso en Cartuja;/alquilar/piso-granada_capital_centro_catedral18010-45095439606_100500/;Centro-Catedral (Granada Capital);75 m²;Piso en granada zona cartuja, 75 m. De superficie, 3 habitaciones dobles,  un baño, propiedad en buen estado, cocina equipada, car...;37.1761064;-3.5973931;3 habs.;1 baño;3ª planta;granada
950 €/mes;Casa en calle Lagartijillo;/alquilar/casa-pajaritos_plaza_de_toros18014-45056777613_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);100 m²;"¡Disponibilidad inmediata! Solo contratos de temporada.

Casa en alquiler en el barrio beiro ideal trabajadores.
 
 La vivienda ti...";37.1926318;-3.6107904;3 habs.;1 baño;;granada
A consultar;Chalet en Salobreña;/alquilar/chalet-salobrena_centro_urbano-38400436780_103200/;Salobreña;140 m²;"*precio por quincena: 4.000€*
Esta propiedad se encuentra en una urbanización privada de la costa tro...";36.7455294;-3.6332985;3 habs.;2 baños;;granada
1.300 €/mes;Casa en Campus de La Salud;/alquilar/casa-campus_de_la_salud_palacio_de_los_deportes18016-22561339208_100500/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);300 m²;Fantástica casa adosada en el campus de la salud! La vivienda cuanta con cuatro plantas repartidas de una forma inigualable. Al en...;37.1495499;-3.6090222;4 habs.;3 baños;;granada
900 €/mes;Apartamento en Plaza de la Caleta;/alquilar/apartamento-pajaritos_plaza_de_toros18014-45018144559_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);70 m²;Comodo piso de dos dormitorios en alquiler | zona pajaritos | precio de alquiler incluye la comunidad, con calefaccion central y a...;37.1875246;-3.6108281;2 habs.;1 baño;7ª planta;granada
865 €/mes;Piso en San Ildefonso;/alquilar/piso-san_ildefonso_hospital_real18012-45021328183_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);130 m²;Se alquilan 3 habitaciones en piso de 5 habitaciones. Se situa en plaza san isidro. Propiedad en buen estado, cocina equipada, car...;37.186489;-3.6031733;3 habs.;2 baños;5ª planta;granada
1.100 €/mes;Piso en calle Ronda de Alfareros;/alquilar/piso-caseria_de_montijo_nueva_granada18011-35091962005_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);97 m²;Este piso se encuentra en calle ronda de alfareros, 18011, granada, granada, en la planta 1. Es un piso que tiene 97 m² y dispone ...;37.1981068;-3.597992;4 habs.;2 baños;1ª planta;granada
810 €/mes;Piso en Centro;/alquilar/piso-san_ildefonso_hospital_real18012-34218222955_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);95 m²;"Reserva este piso para el proximo curso 2024-25!!

-amplio piso con 3 dormitorios totalmente equipados para estudiantes
-cocina in...";37.184987158;-3.604364951;3 habs.;1 baño;1ª planta;granada
990 €/mes;Piso en calle Maestro Vives;/alquilar/piso-figares_san_anton18005-45023775235_100500/;Figares-San Antón (Granada Capital);100 m²;Piso de 3 dormitorios en alquiler ideal para estudiantes | zona figares - san anton | precio de alquiler incluye la comunidad, el ...;37.1682045;-3.6027742;3 habs.;1 baño;2ª planta;granada
1.100 €/mes;Piso en calle Pintor Zuloaga;/alquilar/piso-figares_san_anton18005-35027114460_100500/;Figares-San Antón (Granada Capital);120 m²;"¡Reserva tu vivienda para el próximo curso! 

La vivienda consta de 4 habitaciones con camas de 1.5  y equipadas para estudiantes,...";37.1682526;-3.6022912;4 habs.;2 baños;1ª planta;granada
1.400 €/mes;Piso en Gran Via;/alquilar/piso-granada_capital_centro_catedral18001-44167934210_100500/;Centro-Catedral (Granada Capital);160 m²;"¡Reserva este piso para el próximo curso!

La vivienda consta de:

-un amplio y luminoso salón con zona de estar y comedor, con vi...";37.1809147;-3.60254;4 habs.;2 baños;3ª planta;granada
700 €/mes;Piso en Alcampo;/alquilar/piso-norte_cartuja-44231804109_100500/;Cartuja (Distrito Norte. Granada Capital);100 m²;"¡Reserva este piso para el curso 24-25! 

La vivienda consta de:
- 4 habitaciones, con todo el mobiliario para estudiantes, (cama,...";37.202345581;-3.603026111;4 habs.;1 baño;3ª planta;granada
1.000 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18005-36690654140_100500/;Figares-San Antón (Granada Capital);115 m²;"Barrio figares ,bonito piso totalmente centrico  para familias contrato de larga duracion, consta de 
Tres dormitorios, dos baños,...";37.1699379;-3.6012894;3 habs.;2 baños;Bajo;granada
1.400 €/mes;Piso en calle Martínez de la Rosa;/alquilar/piso-camino_de_ronda18002-25024467864_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);110 m²;"¡Reserva este piso para el curso 24-25!

 Piso de 4 dormitorios junto plaza einstein en alquiler.
 
 Tiene dos dormitorios dobles ...";37.177191;-3.6076853;4 habs.;2 baños;3ª planta;granada
1.190 €/mes;Piso en Avenida de Cádiz;/alquilar/piso-zaidin_vergeles18007-43378347723_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);76 m²;"Se alquila precioso piso a estudiantes a partir del 1 de septiembre.

Inmogran presenta el que probablemente es el mejor piso de...";37.1548982;-3.6037288;4 habs.;2 baños;2ª planta;granada
1.200 €/mes;Piso en calle de Santiago Lozano;/alquilar/piso-norte_cartuja-40081422882_100500/;Cartuja (Distrito Norte. Granada Capital);130 m²;Amplio y luminoso piso de 4 dormitorios en alquiler | zona campo verde | precio de alquiler incluye la comunidad ,  el gasto otros...;37.1981911;-3.601892;4 habs.;;4ª planta;granada
A consultar;Chalet en Salobreña;/alquilar/chalet-salobrena_centro_urbano-38400918351_103200/;Salobreña;;Villa concha, situada en en la tranquila urbanización de costa aguilera alta, ofrece espectaculares v...;36.7469097;-3.6010845;2 habs.;1 baño;;granada
900 €/mes;Piso en calle de Abén Humeya;/alquilar/piso-figares_san_anton18005-43422070290_100500/;Figares-San Antón (Granada Capital);75 m²;Amplio y comodo piso de 3 dormitorios en alquiler | zona figares | precio de alquiler incluye la comunidad , el gasto de suministr...;37.1706917;-3.6002757;3 habs.;2 baños;1ª planta;granada
900 €/mes;Piso en Carril de San Cecilio;/alquilar/piso-realejo18009-40039163285_100500/;Realejo (Granada Capital);60 m²;Hermoso piso de dos dormitorios amoblado | zona el realejo | precio incluye todos los gastos | se alquila por meses / anual | ref:...;37.1730863;-3.5893914;2 habs.;;2ª planta;granada
840 €/mes;Piso en Villarejo;/alquilar/piso-granada_capital_chana18015-43401855451_100500/;Chana (Granada Capital);80 m²;"¡Reserva para el próximo curso 24/25!  

La vivienda consta de:
-un salón con un gran sofá, con zona de estar y zona de comedor.
-...";37.1927934;-3.6242449;3 habs.;1 baño;3ª planta;granada
800 €/mes;Piso en San Ildefonso;/alquilar/piso-san_ildefonso_hospital_real18012-44235102526_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);99 m²;Piso en granada zona san ildefonso, 99.00 m. De superficie, propiedad reformada, cocina equipada, carpinteria interior de pino, ta...;37.186729;-3.6027165;2 habs.;1 baño;Bajo;granada
1.000 €/mes;Piso en Realejo;/alquilar/piso-realejo18009-43343781725_106700/;Realejo (Granada Capital);87 m²;Se alquila piso totalmente amueblado y reformado en zona centro, a 2 minutos de la basílica de las angustias. Consta de 3 dormitor...;37.1699647;-3.5945916;3 habs.;1 baño;;granada
1.000 €/mes;Finca rústica en Vélez de Benaudalla;/alquilar/finca_rustica-velez_de_benaudalla_centro_urbano-43362082332_108500/;Vélez de Benaudalla;173 m²;En plena naturaleza, la zona de la gorgoracha, rodeada de montañas, nos encontramos con esta casa de campo. Precio de alquiler por...;36.8397216;-3.5132058;5 habs.;2 baños;;granada
990 €/mes;Piso en calle Águila;/alquilar/piso-granada_capital_centro_catedral18002-27570407811_100500/;Centro-Catedral (Granada Capital);60 m²;"¡Reserva este piso en pleno centro!  ¡Ideal para trabajadores!  ¡Disponible a partir del 1 de junio!
 
Piso nuevo a estrenar de 2 ...";37.173348;-3.6017651;2 habs.;1 baño;1ª planta;granada
950 €/mes;Piso en calle Doctor Fleming;/alquilar/piso-pajaritos_plaza_de_toros18012-41671746310_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);70 m²;Cómodo piso  de 3 dormitorios ideal para estudiantes| zona plaza de toros | el precio incluye comunidad el gasto de suministros es...;37.1907363;-3.6095918;3 habs.;1 baño;1ª planta;granada
1.400 €/mes;Piso en calle Emperatriz Eugenia;/alquilar/piso-camino_de_ronda18003-43362093694_995984/;Camino de Ronda (Distrito Ronda. Granada Capital);120 m²;Estudiantes, tenemos vuestro piso en calle emperatriz eugenia junto a camino de ronda!!! Un piso rodeado de todos los servicios, s...;37.1754716;-3.6077705;4 habs.;2 baños;3ª planta;granada
900 €/mes;Piso en Facultad de Ciencias;/alquilar/piso-camino_de_ronda18003-45063686623_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);83 m²;Contrato de temporada. 1 de septiembre a 15 de julio. Dos meses de fianza. Piso luminoso situado en camino de ronda. Cerca de la p...;37.1797734;-3.611844;3 habs.;2 baños;1ª planta;granada
450 €/mes;Loft en calle de los Alamillos de San Cecilio;/alquilar/loft-realejo18009-40047602891_100500/;Realejo (Granada Capital);38 m²;Hermoso estudio en alquiler | zona del realejo | precio incluye comunidad , wifi, y consumo de agua , el consumo de electricidad e...;37.1745481;-3.5932514;;;;granada
975 €/mes;Piso en San Antón;/alquilar/piso-figares_san_anton18005-30891170358_100500/;Figares-San Antón (Granada Capital);75 m²;Espectacular piso, justo frente al hotel villa oniria con excepcionales vistas a la preciosa terraza del hotel y en pleno centro d...;37.1707528;-3.6005095;2 habs.;1 baño;1ª planta;granada
A consultar;Apartamento en Salobreña;/alquilar/apartamento-salobrena_centro_urbano-37523309185_103200/;Salobreña;68 m²;¿Con ganas de tus merecidas vacaciones? Pues aquí tienes este fantástico y marinero ático en la famos...;36.7465406;-3.5858048;2 habs.;1 baño;;granada
1.200 €/mes;Piso en Camino de Ronda;/alquilar/piso-pajaritos_plaza_de_toros18014-45027644397_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);78 m²;"¿Quieres estrenar un piso reformado a estrenar? 

Se alquile piso con reforma a estrenar para el próximo curso! 

La vivienda cons...";37.1861935;-3.6113982;3 habs.;1 baño;3ª planta;granada
1.200 €/mes;Piso en Centro;/alquilar/piso-caseria_de_montijo_nueva_granada18011-45048353185_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);;Piso en granada zona parque nueva granada, 120.00 m. De superficie, 4 habitaciones dobles, 2 baños, propiedad en buen estado, coci...;37.1984105;-3.5980148;4 habs.;2 baños;Bajo;granada
1.300 €/mes;Apartamento en Avenida de Dílar;/alquilar/apartamento-zaidin_vergeles18007-45058821157_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);82 m²;Amplio apartamento de dos dormitorios luminoso | zona zaidin | precio de alquiler incluye la comunidad, el gasto de suministros a ...;37.1612901;-3.5993584;2 habs.;;5ª planta;granada
1.700 €/mes;Apartamento en Embarcadero;/alquilar/apartamento-calahonda_carchuna18730-44168539132_100500/;Calahonda-Carchuna (Motril);85 m²;¡Disfruta de unas vacaciones inolvidables en este exclusivo y acogedor apartamento situado en primera línea de playa en la especta...;36.7018806;-3.4149909;2 habs.;1 baño;Bajo;granada
1.150 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18005-44253164416_100500/;Figares-San Antón (Granada Capital);125 m²;"¡Disponible a partir del 1 de junio! ¡Contrato de temporada!  ¡Para trabajadores, familias o parejas!

La vivienda consta de :
-un...";37.1689636;-3.5985992;4 habs.;2 baños;3ª planta;granada
