Region,Descripcion,Periodo_2023,Periodo_2024,Porcentaje_variacion
,    12.-Estafas informÃ¡ticas,290.0,333.0,14.8
,    13.-Otros ciberdelitos,35.0,39.0,11.4
,    III. TOTAL INFRACCIONES PENALES,1123.0,1215.0,8.2
San Fernando de Henares,    I. CRIMINALIDAD CONVENCIONAL,328.0,332.0,1.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1.0,1.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,11.0,8.0,-27.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,5.0,14.0
,    7.1.-Robos con fuerza en domicilios,1.0,6.0,500.0
,    8. Hurtos,116.0,99.0,-14.7
,    9. Sustracciones de vehÃ­culos,15.0,21.0,40.0
,    10. TrÃ¡fico de drogas,2.0,1.0,-50.0
,    11. Resto de criminalidad convencional,176.0,188.0,6.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),56.0,74.0,32.1
,    12.-Estafas informÃ¡ticas,54.0,66.0,22.2
,    13.-Otros ciberdelitos,2.0,8.0,300.0
,    III. TOTAL INFRACCIONES PENALES,384.0,406.0,5.7
San SebastiI¡n de los Reyes,    I. CRIMINALIDAD CONVENCIONAL,850.0,1010.0,18.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,7.0,10.0,42.9
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,10.0,14.0,40.0
,    5.1.-Agresion sexual con penetracion,1.0,4.0,300.0
,    5.2.-Resto de delitos contra la libertad sexual,9.0,10.0,11.1
,    6. Robos con violencia e intimidacion,10.0,21.0,110.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,33.0,37.0
,    7.1.-Robos con fuerza en domicilios,23.0,24.0,4.3
,    8. Hurtos,382.0,398.0,4.2
,    9. Sustracciones de vehÃ­culos,15.0,18.0,20.0
,    10. TrÃ¡fico de drogas,2.0,9.0,350.0
,    11. Resto de criminalidad convencional,391.0,502.0,28.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),176.0,252.0,43.2
,    12.-Estafas informÃ¡ticas,164.0,232.0,41.5
,    13.-Otros ciberdelitos,12.0,20.0,66.7
,    III. TOTAL INFRACCIONES PENALES,1026.0,1262.0,23.0
San MartIn de la Vega,    I. CRIMINALIDAD CONVENCIONAL,141.0,163.0,15.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1.0,3.0,200.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,3.0,2.0,-33.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,7.0,12.0
,    7.1.-Robos con fuerza en domicilios,5.0,9.0,80.0
,    8. Hurtos,34.0,36.0,5.9
,    9. Sustracciones de vehÃ­culos,1.0,3.0,200.0
,    10. TrÃ¡fico de drogas,2.0,3.0,50.0
,    11. Resto de criminalidad convencional,92.0,104.0,13.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),43.0,71.0,65.1
,    12.-Estafas informÃ¡ticas,37.0,61.0,64.9
,    13.-Otros ciberdelitos,6.0,10.0,66.7
,    III. TOTAL INFRACCIONES PENALES,184.0,234.0,27.2
TorrejI³n de Ardoz,    I. CRIMINALIDAD CONVENCIONAL,1170.0,1103.0,-5.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,11.0,15.0,36.4
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,9.0,9.0,0.0
,    5.1.-Agresion sexual con penetracion,5.0,5.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,4.0,0.0
,    6. Robos con violencia e intimidacion,24.0,30.0,25.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,31.0,43.0
,    7.1.-Robos con fuerza en domicilios,17.0,19.0,11.8
,    8. Hurtos,468.0,386.0,-17.5
,    9. Sustracciones de vehÃ­culos,26.0,22.0,-15.4
,    10. TrÃ¡fico de drogas,11.0,12.0,9.1
,    11. Resto de criminalidad convencional,589.0,585.0,-0.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),206.0,221.0,7.3
,    12.-Estafas informÃ¡ticas,175.0,198.0,13.1
,    13.-Otros ciberdelitos,31.0,23.0,-25.8
,    III. TOTAL INFRACCIONES PENALES,1376.0,1324.0,-3.8
Torrelodones,    I. CRIMINALIDAD CONVENCIONAL,204.0,200.0,-2.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,0.0,5.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,2.0,0.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,2.0,0.0
,    6. Robos con violencia e intimidacion,2.0,2.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,29.0,25.0
,    7.1.-Robos con fuerza en domicilios,25.0,24.0,-4.0
,    8. Hurtos,74.0,59.0,-20.3
,    9. Sustracciones de vehÃ­culos,1.0,3.0,200.0
,    10. TrÃ¡fico de drogas,2.0,0.0,-100.0
,    11. Resto de criminalidad convencional,94.0,104.0,10.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),90.0,107.0,18.9
,    12.-Estafas informÃ¡ticas,79.0,94.0,19.0
,    13.-Otros ciberdelitos,11.0,13.0,18.2
,    III. TOTAL INFRACCIONES PENALES,294.0,307.0,4.4
Tres Cantos,    I. CRIMINALIDAD CONVENCIONAL,255.0,235.0,-7.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,6.0,2.0,-66.7
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,2.0,-33.3
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,2.0,-33.3
,    6. Robos con violencia e intimidacion,1.0,3.0,200.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,13.0,18.0
,    7.1.-Robos con fuerza en domicilios,6.0,13.0,116.7
,    8. Hurtos,96.0,73.0,-24.0
,    9. Sustracciones de vehÃ­culos,1.0,2.0,100.0
,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
,    11. Resto de criminalidad convencional,135.0,134.0,-0.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),101.0,161.0,59.4
,    12.-Estafas informÃ¡ticas,95.0,140.0,47.4
,    13.-Otros ciberdelitos,6.0,21.0,250.0
,    III. TOTAL INFRACCIONES PENALES,356.0,396.0,11.2
Valdemoro,    I. CRIMINALIDAD CONVENCIONAL,705.0,804.0,14.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,10.0,15.0,50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,7.0,7.0,0.0
,    5.1.-Agresion sexual con penetracion,3.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,7.0,75.0
,    6. Robos con violencia e intimidacion,7.0,12.0,71.4
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,29.0,61.0
,    7.1.-Robos con fuerza en domicilios,18.0,24.0,33.3
,    8. Hurtos,204.0,202.0,-1.0
,    9. Sustracciones de vehÃ­culos,17.0,8.0,-52.9
,    10. TrÃ¡fico de drogas,2.0,1.0,-50.0
,    11. Resto de criminalidad convencional,429.0,498.0,16.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),255.0,279.0,9.4
,    12.-Estafas informÃ¡ticas,224.0,237.0,5.8
,    13.-Otros ciberdelitos,31.0,42.0,35.5
,    III. TOTAL INFRACCIONES PENALES,960.0,1083.0,12.8
Villanueva de la CaI±ada,    I. CRIMINALIDAD CONVENCIONAL,196.0,173.0,-11.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,3.0,-25.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,8.0,100.0
,    5.1.-Agresion sexual con penetracion,2.0,1.0,-50.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,7.0,250.0
,    6. Robos con violencia e intimidacion,2.0,2.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,24.0,16.0
,    7.1.-Robos con fuerza en domicilios,20.0,16.0,-20.0
,    8. Hurtos,53.0,44.0,-17.0
,    9. Sustracciones de vehÃ­culos,0.0,1.0,100.0
,    10. TrÃ¡fico de drogas,2.0,0.0,-100.0
,    11. Resto de criminalidad convencional,107.0,99.0,-7.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),59.0,57.0,-3.4
,    12.-Estafas informÃ¡ticas,58.0,50.0,-13.8
,    13.-Otros ciberdelitos,1.0,7.0,600.0
,    III. TOTAL INFRACCIONES PENALES,255.0,230.0,-9.8
Villaviciosa de OdI³n,    I. CRIMINALIDAD CONVENCIONAL,285.0,280.0,-1.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,6.0,12.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,2.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,2.0,100.0
,    6. Robos con violencia e intimidacion,9.0,11.0,22.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,35.0,30.0
,    7.1.-Robos con fuerza en domicilios,31.0,25.0,-19.4
,    8. Hurtos,78.0,71.0,-9.0
,    9. Sustracciones de vehÃ­culos,1.0,3.0,200.0
,    10. TrÃ¡fico de drogas,2.0,1.0,-50.0
,    11. Resto de criminalidad convencional,153.0,150.0,-2.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),75.0,84.0,12.0
,    12.-Estafas informÃ¡ticas,64.0,70.0,9.4
,    13.-Otros ciberdelitos,11.0,14.0,27.3
,    III. TOTAL INFRACCIONES PENALES,360.0,364.0,1.1
MURCIA (REGION DE),    I. CRIMINALIDAD CONVENCIONAL,15090.0,14591.0,-3.3
,    1. Homicidios dolosos y asesinatos consumados,1.0,2.0,100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,15.0,18.0,20.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,227.0,265.0,16.7
,    4. Secuestro,0.0,1.0,100.0
,    5. Delitos contra la libertad sexual,143.0,175.0,22.4
,    5.1.-Agresion sexual con penetracion,17.0,24.0,41.2
,    5.2.-Resto de delitos contra la libertad sexual,126.0,151.0,19.8
,    6. Robos con violencia e intimidacion,519.0,488.0,-6.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,1589.0,1364.0
,    7.1.-Robos con fuerza en domicilios,1121.0,1048.0,-6.5
,    8. Hurtos,4225.0,3933.0,-6.9
,    9. Sustracciones de vehÃ­culos,235.0,214.0,-8.9
,    10. TrÃ¡fico de drogas,143.0,132.0,-7.7
,    11. Resto de criminalidad convencional,7993.0,7999.0,0.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),3034.0,3479.0,14.7
,    12.-Estafas informÃ¡ticas,2619.0,2996.0,14.4
,    13.-Otros ciberdelitos,415.0,483.0,16.4
,    III. TOTAL INFRACCIONES PENALES,18124.0,18070.0,-0.3
Iguilas,    I. CRIMINALIDAD CONVENCIONAL,515.0,421.0,-18.3
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,5.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,6.0,500.0
,    5.1.-Agresion sexual con penetracion,1.0,1.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,5.0,100.0
,    6. Robos con violencia e intimidacion,13.0,13.0,0.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,53.0,46.0
,    7.1.-Robos con fuerza en domicilios,46.0,32.0,-30.4
,    8. Hurtos,196.0,130.0,-33.7
,    9. Sustracciones de vehÃ­culos,1.0,5.0,400.0
,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
,    11. Resto de criminalidad convencional,244.0,215.0,-11.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),84.0,50.0,-40.5
,    12.-Estafas informÃ¡ticas,74.0,48.0,-35.1
,    13.-Otros ciberdelitos,10.0,2.0,-80.0
,    III. TOTAL INFRACCIONES PENALES,599.0,471.0,-21.4
Alcantarilla,    I. CRIMINALIDAD CONVENCIONAL,318.0,262.0,-17.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8.0,5.0,-37.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,3.0,50.0
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,2.0,0.0
,    6. Robos con violencia e intimidacion,11.0,5.0,-54.5
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,21.0,13.0
,    7.1.-Robos con fuerza en domicilios,10.0,6.0,-40.0
,    8. Hurtos,77.0,71.0,-7.8
,    9. Sustracciones de vehÃ­culos,3.0,5.0,66.7
,    10. TrÃ¡fico de drogas,1.0,6.0,500.0
,    11. Resto de criminalidad convencional,195.0,153.0,-21.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),76.0,84.0,10.5
,    12.-Estafas informÃ¡ticas,66.0,74.0,12.1
,    13.-Otros ciberdelitos,10.0,10.0,0.0
,    III. TOTAL INFRACCIONES PENALES,394.0,346.0,-12.2
Alhama de Murcia,    I. CRIMINALIDAD CONVENCIONAL,166.0,186.0,12.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,7.0,6.0,-14.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,1.0,-66.7
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,1.0,-66.7
,    6. Robos con violencia e intimidacion,4.0,1.0,-75.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,9.0,23.0
,    7.1.-Robos con fuerza en domicilios,8.0,21.0,162.5
,    8. Hurtos,29.0,50.0,72.4
,    9. Sustracciones de vehÃ­culos,3.0,0.0,-100.0
,    10. TrÃ¡fico de drogas,1.0,1.0,0.0
,    11. Resto de criminalidad convencional,110.0,104.0,-5.5
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),41.0,65.0,58.5
,    12.-Estafas informÃ¡ticas,37.0,52.0,40.5
,    13.-Otros ciberdelitos,4.0,13.0,225.0
,    III. TOTAL INFRACCIONES PENALES,207.0,251.0,21.3
Archena,    I. CRIMINALIDAD CONVENCIONAL,153.0,228.0,49.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,6.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,0.0,2.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,2.0,100.0
,    6. Robos con violencia e intimidacion,2.0,11.0,450.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,14.0,22.0
,    7.1.-Robos con fuerza en domicilios,10.0,21.0,110.0
,    8. Hurtos,38.0,53.0,39.5
,    9. Sustracciones de vehÃ­culos,2.0,1.0,-50.0
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,92.0,131.0,42.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),39.0,44.0,12.8
,    12.-Estafas informÃ¡ticas,38.0,40.0,5.3
,    13.-Otros ciberdelitos,1.0,4.0,300.0
,    III. TOTAL INFRACCIONES PENALES,192.0,272.0,41.7
Caravaca de la Cruz,    I. CRIMINALIDAD CONVENCIONAL,194.0,186.0,-4.1
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,2.0,-33.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,2.0,-33.3
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,1.0,-66.7
,    6. Robos con violencia e intimidacion,4.0,8.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,19.0,10.0
,    7.1.-Robos con fuerza en domicilios,16.0,5.0,-68.8
,    8. Hurtos,49.0,51.0,4.1
,    9. Sustracciones de vehÃ­culos,0.0,0.0,0.0
,    10. TrÃ¡fico de drogas,1.0,1.0,0.0
,    11. Resto de criminalidad convencional,114.0,112.0,-1.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),60.0,68.0,13.3
,    12.-Estafas informÃ¡ticas,51.0,62.0,21.6
,    13.-Otros ciberdelitos,9.0,6.0,-33.3
,    III. TOTAL INFRACCIONES PENALES,254.0,254.0,0.0
Cartagena,    I. CRIMINALIDAD CONVENCIONAL,1907.0,1745.0,-8.5
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,3.0,200.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,24.0,34.0,41.7
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,17.0,26.0,52.9
,    5.1.-Agresion sexual con penetracion,3.0,1.0,-66.7
,    5.2.-Resto de delitos contra la libertad sexual,14.0,25.0,78.6
,    6. Robos con violencia e intimidacion,57.0,50.0,-12.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,172.0,108.0
,    7.1.-Robos con fuerza en domicilios,117.0,80.0,-31.6
,    8. Hurtos,616.0,517.0,-16.1
,    9. Sustracciones de vehÃ­culos,28.0,27.0,-3.6
,    10. TrÃ¡fico de drogas,11.0,17.0,54.5
,    11. Resto de criminalidad convencional,980.0,963.0,-1.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),434.0,552.0,27.2
,    12.-Estafas informÃ¡ticas,372.0,485.0,30.4
,    13.-Otros ciberdelitos,62.0,67.0,8.1
,    III. TOTAL INFRACCIONES PENALES,2341.0,2297.0,-1.9
Cieza,    I. CRIMINALIDAD CONVENCIONAL,310.0,292.0,-5.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8.0,7.0,-12.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,10.0,3.0,-70.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,10.0,3.0,-70.0
,    6. Robos con violencia e intimidacion,8.0,7.0,-12.5
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,23.0,13.0
,    7.1.-Robos con fuerza en domicilios,22.0,10.0,-54.5
,    8. Hurtos,67.0,64.0,-4.5
,    9. Sustracciones de vehÃ­culos,3.0,2.0,-33.3
,    10. TrÃ¡fico de drogas,3.0,2.0,-33.3
,    11. Resto de criminalidad convencional,187.0,194.0,3.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),69.0,55.0,-20.3
,    12.-Estafas informÃ¡ticas,66.0,51.0,-22.7
,    13.-Otros ciberdelitos,3.0,4.0,33.3
,    III. TOTAL INFRACCIONES PENALES,379.0,347.0,-8.4
Jumilla,    I. CRIMINALIDAD CONVENCIONAL,273.0,263.0,-3.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,6.0,100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,1.0,1.0,0.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,1.0,0.0
,    6. Robos con violencia e intimidacion,8.0,13.0,62.5
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,52.0,24.0
,    7.1.-Robos con fuerza en domicilios,39.0,18.0,-53.8
,    8. Hurtos,52.0,50.0,-3.8
,    9. Sustracciones de vehÃ­culos,1.0,1.0,0.0
,    10. TrÃ¡fico de drogas,0.0,2.0,100.0
,    11. Resto de criminalidad convencional,156.0,166.0,6.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),50.0,58.0,16.0
,    12.-Estafas informÃ¡ticas,42.0,53.0,26.2
,    13.-Otros ciberdelitos,8.0,5.0,-37.5
,    III. TOTAL INFRACCIONES PENALES,323.0,321.0,-0.6
Lorca,    I. CRIMINALIDAD CONVENCIONAL,678.0,648.0,-4.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8.0,14.0,75.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,5.0,7.0,40.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,7.0,75.0
,    6. Robos con violencia e intimidacion,32.0,22.0,-31.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,67.0,61.0
,    7.1.-Robos con fuerza en domicilios,50.0,40.0,-20.0
,    8. Hurtos,161.0,173.0,7.5
,    9. Sustracciones de vehÃ­culos,5.0,4.0,-20.0
,    10. TrÃ¡fico de drogas,6.0,5.0,-16.7
,    11. Resto de criminalidad convencional,393.0,361.0,-8.1
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),174.0,184.0,5.7
,    12.-Estafas informÃ¡ticas,156.0,167.0,7.1
,    13.-Otros ciberdelitos,18.0,17.0,-5.6
,    III. TOTAL INFRACCIONES PENALES,852.0,832.0,-2.3
MazarrI³n,    I. CRIMINALIDAD CONVENCIONAL,359.0,358.0,-0.3
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,9.0,9.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,6.0,50.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,4.0,6.0,50.0
,    6. Robos con violencia e intimidacion,5.0,8.0,60.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,53.0,86.0
,    7.1.-Robos con fuerza en domicilios,44.0,58.0,31.8
,    8. Hurtos,87.0,74.0,-14.9
,    9. Sustracciones de vehÃ­culos,3.0,2.0,-33.3
,    10. TrÃ¡fico de drogas,5.0,1.0,-80.0
,    11. Resto de criminalidad convencional,193.0,172.0,-10.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),54.0,58.0,7.4
,    12.-Estafas informÃ¡ticas,49.0,47.0,-4.1
,    13.-Otros ciberdelitos,5.0,11.0,120.0
,    III. TOTAL INFRACCIONES PENALES,413.0,416.0,0.7
Molina de Segura,    I. CRIMINALIDAD CONVENCIONAL,509.0,562.0,10.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,4.0,100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,7.0,133.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,6.0,100.0
,    5.1.-Agresion sexual con penetracion,0.0,3.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,3.0,0.0
,    6. Robos con violencia e intimidacion,34.0,18.0,-47.1
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,83.0,64.0
,    7.1.-Robos con fuerza en domicilios,73.0,55.0,-24.7
,    8. Hurtos,144.0,127.0,-11.8
,    9. Sustracciones de vehÃ­culos,9.0,11.0,22.2
,    10. TrÃ¡fico de drogas,7.0,6.0,-14.3
,    11. Resto de criminalidad convencional,226.0,319.0,41.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),144.0,163.0,13.2
,    12.-Estafas informÃ¡ticas,129.0,150.0,16.3
,    13.-Otros ciberdelitos,15.0,13.0,-13.3
,    III. TOTAL INFRACCIONES PENALES,653.0,725.0,11.0
Murcia,    I. CRIMINALIDAD CONVENCIONAL,5753.0,5354.0,-6.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,2.0,100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,8.0,3.0,-62.5
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,69.0,89.0,29.0
,    4. Secuestro,0.0,0.0,0.0
