precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta
319.900 €;Piso en Guindalera;/comprar/piso-guindalera28028-41765547545_100200/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;53 m²;"Agencia inmobiliaria de madrid zona ventas - guindalera - oficina tecnocasa:
En venta: vivienda recién reformada a estrenar. Prime...";40.434003;-3.6657047;2 habs.;
1.390.000 €;Dúplex en Avenida de la Gran Vía de Hortaleza, 5;/comprar/duplex-pinar_del_rey28033-40045784296_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);3 baños;217 m²;Carlos díaz de torres, director de chamartin inmobiliaria y vecino de esta magnífica urbanización, vende impresionante ático dúple...;40.46673542511692;-3.6580181121826176;4 habs.;7ª planta
140.000 €;Piso en Los Ángeles;/comprar/piso-villaverde_los_angeles28041-43381038124_100200/;Los Ángeles (Distrito Villaverde. Madrid Capital);1 baño;64 m²;Agencia inmobiliaria de madrid zona ciudad de los ángeles, oficina tecnocasa, te ofrece una oportunidad de inversión en ciudad de ...;40.3574846;-3.6967703;2 habs.;
185.000 €;Piso en Abrantes;/comprar/piso-abrantes28025-42585508755_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;64 m²;"Agencia inmobiliaria de madrid zona oporto - opañel - abrantes oficina tecnocasa de madrid:

En venta: segunda planta con ascensor...";40.3862824;-3.7281329;2 habs.;2ª planta
944.900 €;Piso en calle de las Infantas;/comprar/piso-justicia_chueca28004-39177236516_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;151 m²;"Como consultores inmobiliarios les ofrecemos la siguiente ""oportunidad inmobiliaria"" 
Especial para inversionistas: amplio piso en...";40.4205971;-3.6995041;7 habs.;3ª planta
475.000 €;Piso en calle de Bernardino de Pantorba;/comprar/piso-ensanche_de_vallecas_valdecarros28051-40036089287_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);2 baños;155 m²;Piso de cuatro dormitorios, dos baños, tendedero independiente, dos plazas de garaje y trastero. Promoción del año 2006 en el ensa...;40.3659488;-3.6019896;4 habs.;6ª planta
159.000 €;Apartamento en calle de Francisco Silvela;/comprar/apartamento-guindalera28028-39233959449_103800/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;41 m²;Ideal inversores, se vende apartamento en rentabilidad, 1 dormitorio, cocina con electrodomésticos, baño con plato de ducha y mamp...;40.4312681;-3.6711375;1 hab.;Bajo
1.339.000 €;Piso en calle Jorge Juan;/comprar/piso-goya28009-39222932521_101800/;Goya (Distrito Salamanca. Madrid Capital);3 baños;158 m²;Este inmueble es una auténtica joya, situada a escasa distancia del emblemático parque del retiro. Experimenta la excelencia de la...;40.423305255;-3.674897272;3 habs.;1ª planta
375.000 €;Piso en calle de Mira el Sol;/comprar/piso-centro_embajadores_lavapies28005-43338102900_100900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;97 m²;Piso junto a la calle embajadores, reformado, distribuido en un amplio salón, baño, cocina completamente equipada y dos habitacion...;40.4073559;-3.7059842;2 habs.;Bajo
244.000 €;Piso en calle de José Paulete;/comprar/piso-numancia28038-42551598932_526188/;Numancia (Distrito Puente de Vallecas. Madrid Capital);1 baño;146 m²;Inmobiliaria san román les presenta gran oportunidad de adquirir una vivienda en una de las mejores zonas de vallecas, junto al me...;40.394274744;-3.657171741;4 habs.;3ª planta
167.000 €;Piso en calle de la Cabeza;/comprar/piso-centro_embajadores_lavapies28012-40929809719_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;46 m²;Blue future real estate pone en venta exclusivo piso inmejorablemente ubicado entre las paradas de metro de tirso de molina y antó...;40.4118592;-3.7035092;2 habs.;
380.000 €;Piso en Travesía de la Huerta del Obispo;/comprar/piso-berruguete28039-41732915811_100200/;Berruguete (Distrito Tetuán. Madrid Capital);;110 m²;En venta: maravilloso casa adosada con dos terrazas , cuatro habitaciones una de ellas con baño y vestidor la casa consta de dos p...;40.4621282;-3.7034367;4 habs.;
190.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-arcos28037-23413872187_100500/;Arcos (Distrito San Blas. Madrid Capital);1 baño;90 m²;"San blas – arcos

Piso de 90 m² de 3 habitaciones exteriores dobles, es decir muy luminosas.
Un amplio salón exterior para tus reu...";40.4236416;-3.6164766;3 habs.;1ª planta
155.000 €;Piso en Plaza del Doctor Lozano;/comprar/piso-numancia28038-36746277996_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 baños;57 m²;"Gespain actividades inmobiliarias vende en exclusiva!
  Piso con ascensor, formado por 2 habitaciones, salón, cocina, baño y aseo....";40.404133;-3.6609377;2 habs.;2ª planta
285.000 €;Piso en calle Maria Pita, 2;/comprar/piso-el_canaveral-3909930217_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 baños;75 m²;9º D - VT1. Piso en una finca de obra nueva de 75 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 9. Está dispuesto en 2 habitaciones. Cuenta como extras ascensor, garaje y trastero.;40,397624;-3,5549211;2 habs.;9ª planta
390.000 €;Piso en calle de San Bernardo, 38;/comprar/piso-universidad_malasana28015-37584522252_994129/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;46 m²;"Remax alpha pone a la venta un exclusivo apartamento en el centro de madrid. Completamente reformado, a estrenar. 
Situado en la c...";40.423913406302525;-3.707392093325471;1 hab.;3ª planta
210.000 €;Piso en calle de Vicenta Pachón;/comprar/piso-carabanchel_san_isidro28019-41727122295_998937/;San Isidro (Distrito Carabanchel. Madrid Capital);2 baños;84 m²;"Ingesul vende

Piso bajo, exterior, muy luminoso en muy buen estado, en un edificio de 2004. Piso distribuido en salón-comedor, co...";40.3949041;-3.7255272;1 hab.;Bajo
595.000 €;Dúplex en Simancas;/comprar/duplex-san_blas_hellin28037-42571414053_102100/;Hellín (Distrito San Blas. Madrid Capital);3 baños;206 m²;Presentamos una vivienda especial en el barrio de simancas, ubicada junto a la confluencia de las calles arturo soria con alcalá. ...;40.4344103;-3.6201012;4 habs.;
796.000 €;Piso en calle de los Mártires Concepcionistas;/comprar/piso-lista_barrio28006-42540110190_526198/;Lista (Distrito Salamanca. Madrid Capital);2 baños;97 m²;¡Bienvenido al barrio de salamanca, en la encantadora calle de las mártires concepcionistas, donde la elegancia y la comodidad se ...;40.4294626;-3.6707157;2 habs.;2ª planta
1.295.000 €;Piso en calle del Poeta Joan Maragall, 9;/comprar/piso-tetuan_almenara28020-40882755658_527711/;Almenara (Distrito Tetuán. Madrid Capital);4 baños;264 m²;¿Quieres vivir a escasos metros del paseo de la castellana y del estadio santiago bernabéu en pleno corazón económico de madrid? ¡...;40.454752044863405;-3.6924351438448806;5 habs.;10ª planta
280.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;59 m²;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312;2 habs.;7ª planta
249.000 €;Piso en Valdeacederas;/comprar/piso-valdeacederas28029-41681245767_100200/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 baño;73 m²;Oficina pinos alta del grupo tecnocasa vende en exclusiva este piso en c/ arroyo, ubicado en tetúan. Esta propiedad cuenta con una...;40.469267;-3.7017072;2 habs.;2ª planta
950.000 €;Piso en Avenida de Concha Espina;/comprar/piso-chamartin_hispanoamerica28016-26741080610_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;141 m²;Piso de 141m², que se ha dividido en 2 apartamentos, cada uno con 1 dormitorio, 1 baño, salón y cocina independientes. El estado e...;40.4515153;-3.6840982;3 habs.;1ª planta
775.000 €;Piso en calle de Julio Palacios;/comprar/piso-fuencarral_el_pardo_la_paz28029-29198277108_511322/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;174 m²;"Global irv presenta este fantástico piso de 174m² situado en urbanización cerrada con vigilancia 24h.
Se distribuye en recibidor, ...";40.4826096;-3.6929819;4 habs.;2ª planta
2.800.000 €;Casa adosada en Hortaleza;/comprar/casa_adosada-piovera28043-42533612748_109300/;Piovera (Distrito Hortaleza. Madrid Capital);5 baños;452 m²;En el parque conde orgaz te presentamos un adosado espectacular donde podrás construir tu hogar. La vivienda de 452 metros cuadrad...;40.4584405;-3.6324712;5 habs.;
164.999 €;Piso en calle de Montánchez;/comprar/piso-puente_de_vallecas_entrevias28053-41707079138_108900/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);2 baños;89 m²;"Vivienda madrid vende en exclusiva estupendo piso completamente reformado y muy luminoso, ubicado en 1ª planta.

El piso se distri...";40.3746425;-3.6687619;3 habs.;
1.100.000 €;Piso en calle del General Díaz Porlier;/comprar/piso-goya28001-40929886253_101800/;Goya (Distrito Salamanca. Madrid Capital);2 baños;114 m²;Descubre esta magnífica oportunidad de inversión en una de las zonas más prestigiosas de madrid. Esta vivienda, situada en el cora...;40.4285352;-3.6770472;3 habs.;4ª planta
5.800.000 €;Ático en Paseo de la Habana;/comprar/atico-nueva_espana28036-24261975323_101800/;Nueva España (Distrito Chamartín. Madrid Capital);5 baños;518 m²;Ático con jardín y piscina privada, en urbanización de reciente construcción con seguridad 24h, control de acceso a visitantes. Pr...;40.4646503;-3.6798026;4 habs.;
2.495.000 €;Chalet en calle Guecho;/comprar/chalet-moncloa_aravaca_aravaca28023-38432968208_524612/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);8 baños;708 m²;Inmogil gestión, pone a su disposición en venta chalet independiente en la urbanización la florida de madrid de 2.617 m² de parcel...;40.4710508;-3.8174537;7 habs.;
3.950.000 €;Piso en calle de Villanueva, 21;/comprar/piso-recoletos28001-40931515366_101800/;Recoletos (Distrito Salamanca. Madrid Capital);4 baños;228 m²;Calibe asesores inmobiliarios pone a la venta este inmueble único, situado en la zona más cotizada del barrio de recoletos, a esca...;40.4226;-3.68481;4 habs.;4ª planta
140.500 €;Piso en calle del Enciso;/comprar/piso-vicalvaro_ambroz28032-42567096880_994867/;Ambroz (Distrito Vicálvaro. Madrid Capital);1 baño;56 m²;El inmueble esta en una 4ª planta sin ascensor y dispone de una superficie de 56 m² construidos distribuidos en tres habitaciones,...;40.4065323;-3.6145212;3 habs.;4ª planta
3.850.000 €;Piso en Chamberi;/comprar/piso-chamberi_almagro28010-41716934880_109300/;Almagro (Distrito Chamberí. Madrid Capital);5 baños;378 m²;En el paseo de eduardo dato, se vende piso de lujo en finca emblemática. La vivienda tiene 288 metros cuadrados útiles distribuido...;40.4329892;-3.6953833;4 habs.;
155.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-43417756832_100200/;San Andrés (Distrito Villaverde. Madrid Capital);1 baño;77 m²;"Agencia inmobiliaria de madrid zona puente alcocer oficina tecnocasa de madrid.

Se vende piso con gran potencial y distribución f...";40.3482569;-3.7068703;3 habs.;2ª planta
572.000 €;Piso en calle de Embajadores, 50;/comprar/piso-centro_embajadores_lavapies28012-42507257724_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;78 m²;¡Piso a estrenar! De 78 m² construidos, está ubicado en pleno centro de la ciudad, en una zona con mucho ocio y vida urbana. Ademá...;40.4083;-3.70463;2 habs.;5ª planta
2.950.000 €;Piso en calle de Montalbán;/comprar/piso-jeronimos28014-40861210621_100500/;Jerónimos (Distrito Retiro. Madrid Capital);4 baños;179 m²;Impresionante piso situado en una de las mejores calles del barrio de jerónimos, completamente reformado a estrenar y con proyecto...;40.4179377;-3.6909564;3 habs.;3ª planta
1.480.000 €;Piso en calle de Cantalejo;/comprar/piso-fuentelarreina28035-41694084674_101800/;Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital);5 baños;389 m²;Puerta de hierro: 389m², posibilidad de segregar, terraza, 2 plazas de garaje, grandes zonas comunes de jardín, piscina de adultos...;40.4746564;-3.7396866;6 habs.;5ª planta
1.850.000 €;Piso en calle de Fernández de la Hoz;/comprar/piso-chamberi_almagro28010-41760984832_519083/;Almagro (Distrito Chamberí. Madrid Capital);4 baños;193 m²;Distrito chamberí- barrio de almagro, 193m², piso exterior muy luminoso, calefacción central gas natural con consumo individualiza...;40.4300468;-3.6951052;3 habs.;2ª planta
299.900 €;Dúplex en calle de Camarillas;/comprar/duplex-casco_historico_de_barajas-41689014904_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);2 baños;58 m²;"Vohome propiedades barajas vende magnifico dúplex en el casco histórico.

La vivienda construida en el año 2021 consta de 52 m² út...";40.4725614;-3.5766148;1 hab.;2ª planta
145.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-43406623483_997950/;San Andrés (Distrito Villaverde. Madrid Capital);1 baño;64 m²;"Estupenda vivienda en venta en la zona de villaverde alto.

Muy buena ubicación, en una zona muy tranquila pero con toda clase de ...";40.3470243;-3.7096831;2 habs.;2ª planta
2.395.000 €;Piso en calle de Santa Engracia;/comprar/piso-rios_rosas28003-35021706063_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);5 baños;264 m²;"A estrenar, piso totalmente reformado con primeras calidades. Totalmente exterior.

3 dormitorios principales, con sus 3 cuartos d...";40.4445749;-3.7031179;4 habs.;3ª planta
820.000 €;Piso en calle del Arzobispo Morcillo;/comprar/piso-fuencarral_el_pardo_la_paz28029-43427046068_998146/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;157 m²;"Alfa hortaleza 380, pone en venta esta amplia y luminosa vivienda de 157 m² construidos, situada en urbanización privada.

Ubicada...";40.482333855;-3.696925948;3 habs.;10ª planta
600.000 €;Piso en A Pocos Metros del Parque del Retiro;/comprar/piso-ibiza28009-39224751260_109100/;Ibiza (Distrito Retiro. Madrid Capital);2 baños;128 m²;No cobramos honorarios al comprador. Donpiso retiro vende piso de 128 metros cuadrados en el barrio de ibiza. El piso solía ser un...;40.4157587;-3.6752437;4 habs.;1ª planta
140.000 €;Piso en calle de José María del Boto;/comprar/piso-puerta_del_angel-36675979574_100500/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;47 m²;"!!! Gespain parque europa ofrece piso en venta en calle josé mª del boto.

Vivienda seminueva exterior, de aproximadamente 40 m² ú...";40.4052733;-3.7377747;1 hab.;Bajo
999.900 €;Chalet en calle de Mayo;/comprar/chalet-rejas28022-40913141282_100500/;Rejas (Distrito San Blas. Madrid Capital);3 baños;436 m²;Vohome propiedades pone a la venta fantastico chalet independiente ubicado en colonia fin de semana, zona en crecimiento y transfo...;40.4442668;-3.5681028;5 habs.;
1.365.000 €;Piso en Guindalera;/comprar/piso-fuente_del_berro28028-42508559448_102100/;Fuente del Berro (Distrito Salamanca. Madrid Capital);3 baños;182 m²;Gilmar consulting presenta este magnifico ático muy luminoso de 170 m², distribuidos en dos grandes zonas. Por un lado,, salón/com...;40.431209936;-3.661174167;3 habs.;
