precio;sub_descr;href;ubicacion;mt2;planta;otros;latitude;longitude;habitaciones;banios
450.000 €;Piso en calle de Antonio López;/comprar/piso-carabanchel_comillas28019-41696502415_518589/;Comillas (Distrito Carabanchel. Madrid Capital);141 m²;5ª planta;Artem group madrid ofrece en venta este magnífico inmueble sito en el barrio de comillas en la calle de antonio lópez frente a mad...;40.3936613;-3.7074406;3 habs.;2 baños
1.850.000 €;Piso en calle de Fernández de la Hoz;/comprar/piso-chamberi_almagro28010-41760984832_519083/;Almagro (Distrito Chamberí. Madrid Capital);193 m²;2ª planta;Distrito chamberí- barrio de almagro, 193m², piso exterior muy luminoso, calefacción central gas natural con consumo individualiza...;40.4300468;-3.6951052;3 habs.;4 baños
341.000 €;Piso en calle de Esperanza Sánchez Carrascosa, 45;/comprar/piso-valdeacederas28029-4204774620_109700/;Valdeacederas (Distrito Tetuán. Madrid Capital);81 m²;Bajo;Bajo F. Piso en un inmueble de obra nueva de 81 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta baja. Está estructurado en 1 habitación, 1 baño completo y terraza de 22.90 m2. Aporta como extras ascensor. Trastero incluido en el precio.;40,4685766;-3,7023504;1 hab.;1 baño
345.000 €;Piso en Avenida del Euro;/comprar/piso-pau_de_carabanchel28054-35096803834_511847/;Pau de Carabanchel (Distrito Carabanchel. Madrid Capital);94 m²;2ª planta;Redpiso vende estupenda vivienda con terraza en la avenida del euro. Segunda planta con doble orientación (sur-este). Se encuentra...;40.365105;-3.744742;2 habs.;1 baño
173.000 €;Piso en calle de Almazán;/comprar/piso-lucero28011-35880795193_100500/;Lucero (Distrito Latina. Madrid Capital);60 m²;Bajo;Si estás buscando la vivienda perfecta que se ajuste a tus necesidades y gustos, este piso ubicado en una excelente zona de madrid...;40.405493;-3.7427973;2 habs.;1 baño
2.100.000 €;Piso en Hispanoamérica;/comprar/piso-chamartin_hispanoamerica28036-41719592126_149200/;Hispanoamérica (Distrito Chamartín. Madrid Capital);280 m²;2ª planta;"Única inmobiliaria chamartín ofrece esta estupenda vivienda con grandes posibilidades de reforma. 
Actualmente consta de dos zonas...";40.4528359;-3.684779;6 habs.;4 baños
530.000 €;Piso en calle de Collado de la Mina;/comprar/piso-mirasierra_arroyo_del_fresno-29253648211_520609/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);152 m²;Bajo;Gavac vende piso de 4 dormitorios, dos baños, amplísima plaza de garaje y trastero. En una urbanización privada, con piscina, zona...;40.4894218;-3.7178125;4 habs.;2 baños
200.000 €;Piso en Marroquina;/comprar/piso-marroquina28030-40872178465_100200/;Marroquina (Distrito Moratalaz. Madrid Capital);63 m²;8ª planta;Agencia inmobiliaria de madrid zona marroquina - vinateros – moratalaz perteneciente al grupo tecnocasa empresa líder del sector c...;40.407418;-3.6498179;;1 baño
379.900 €;Piso en calle del Moreno;/comprar/piso-puerta_bonita28025-27561769013_100500/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);100 m²;4ª planta;"Ksa inmobiliaria 

Comercializa este estupendo ático de lujo, con una terraza de 45m² en la que se puede acceder desde el salón- c...";40.3782915;-3.7410702;3 habs.;2 baños
430.000 €;Piso en Palos de Moguer;/comprar/piso-palos_de_moguer28045-41674577377_100200/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);147 m²;2ª planta;"Inmobiliaria en zona centro (atocha) delicias mendez-alvaro - tecnocasa estudio museo del ferrocarril s.l.u

- vende en exclusiva ...";40.4020973;-3.6895266;3 habs.;2 baños
169.000 €;Piso en calle de Alberdi;/comprar/piso-valdeacederas28029-39234170363_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);56 m²;4ª planta;Bienvenido a la encantadora calle alberdi, ubicada en el corazón de valdeacederas, madrid. Esta vibrante zona ofrece una mezcla ún...;40.4673955;-3.7075016;;
515.000 €;Piso en Berruguete;/comprar/piso-berruguete28039-39188707208_100200/;Berruguete (Distrito Tetuán. Madrid Capital);115 m²;6ª planta;"Agencia inmobiliaria de madrid zona estrecho, berruguete tecnocasa oficina estrecho 2021 slu
En venta:vivienda situada en sexta pl...";40.4552929;-3.7024062;3 habs.;2 baños
372.000 €;Piso en Buenavista;/comprar/piso-carabanchel_buenavista28054-41755961139_997892/;Buenavista (Distrito Carabanchel. Madrid Capital);150 m²;1ª planta;"Ref 1127. The ga money box vende piso de 110 m² + 2 plazas de garaje y trastero en pau de carabanchel.

Dispone de:

3 dormitorios...";40.3713415;-3.7632036;3 habs.;2 baños
240.000 €;Piso en Quintana;/comprar/piso-ciudad_lineal_quintana-42595913691_100200/;Quintana (Distrito Ciudad Lineal. Madrid Capital);80 m²;2ª planta;Fantástico piso en venta en el barrio el carmen, con una ubicación privilegiada y una orientación que brinda una excelente ilumina...;40.4342834;-3.6527883;3 habs.;1 baño
5.900.000 €;Dúplex en El Viso;/comprar/duplex-chamartin_hispanoamerica28036-21765873616_102100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);621 m²;;Gilmar real estate viso-chamartín vende un verdadero tesoro en el viso: un ático-dúplex que reúne el lujo, la amplitud y el confor...;40.4498391;-3.7010886;5 habs.;6 baños
158.000 €;Piso en calle del General Aranaz;/comprar/piso-san_blas_salvador28027-42530901553_100500/;Salvador (Distrito San Blas. Madrid Capital);32 m²;3ª planta;Vohome propiedades salvador/julián camarillo/simancas ofrece en exclusiva, vivienda ideal para inversores, en una de las calles ma...;40.4388954;-3.6354764;1 hab.;1 baño
265.000 €;Piso en calle de Cordel de Pavones;/comprar/piso-valdebernardo28032-40897331194_100500/;Valdebernardo (Distrito Vicálvaro. Madrid Capital);78 m²;;"Blue future real estate pone en venta en exclusiva vivienda en el madrileño barrio de valdebernardo.

Posibilidades de financiació...";40.399591425;-3.618885292;;
A consultar;Piso en calle de Benimamet, 39;/comprar/piso-villaverde_san_cristobal-42507787594_109700/;San Cristóbal (Distrito Villaverde. Madrid Capital);57 m²;;. Oportunidad de inversión: inmueble con cargas. Oportunidad de inversión: pendiente de lpo o cfo. Oportunidad de inversión: pendi...;40.3438;-3.68853;;
1.300.000 €;Casa adosada en Salvador;/comprar/casa_adosada-san_blas_salvador28027-41673824344_100200/;Salvador (Distrito San Blas. Madrid Capital);339 m²;;"¡Bienvenidos a esta maravillosa propieda en la zona del salvador y arturo soria!
Tecnocasa de jose del hierro vende fantástico cha...";40.4447025;-3.6382063;4 habs.;5 baños
290.000 €;Piso en Palomeras Bajas;/comprar/piso-palomeras_bajas28018-42556220806_100500/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);125 m²;2ª planta;"Espectacular vivienda reformada en la mejor zona de la asamblea de madrid.

Vivienda reformada de 3 dormitorios, 2 de ellos dobles...";40.3810999;-3.6638754;;
409.000 €;Piso en Malasaña;/comprar/piso-universidad_malasana28004-41688020607_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);82 m²;1ª planta;Vende direct ofrece un estupendo piso en una primera planta exterior ubicado en la mejor zona del barrio de malasaña muy cerca de ...;40.4245189;-3.7048842;2 habs.;1 baño
895.000 €;Ático en calle de Hilarión Eslava;/comprar/atico-gaztambide28015-40068535648_101800/;Gaztambide (Distrito Chamberí. Madrid Capital);150 m²;;"^*unico*^espectacular piso atico lujo en ciudad universitaria moncloa madrid. Vistas unicas a casa de campo^**^

Este fantástico p...";40.4341787;-3.7165817;4 habs.;2 baños
3.950.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39234166817_996542/;El Viso (Distrito Chamartín. Madrid Capital);380 m²;1ª planta;Diplomatic real estate ofrece piso con mobiliario de diseño y reforma de altísima calidad a estrenar en edificio representativo de...;40.4381633;-3.6892995;6 habs.;6 baños
380.000 €;Piso en Travesía de la Huerta del Obispo;/comprar/piso-berruguete28039-41732915811_100200/;Berruguete (Distrito Tetuán. Madrid Capital);110 m²;;En venta: maravilloso casa adosada con dos terrazas , cuatro habitaciones una de ellas con baño y vestidor la casa consta de dos p...;40.4621282;-3.7034367;4 habs.;
210.000 €;Piso en Puente de Vallecas;/comprar/piso-palomeras_sureste28018-40050850116_100500/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);104 m²;7ª planta;"¡Bienvenido a tu nuevo piso en palomeras sureste, vallecas! 🏡🌟

Descubre un piso excepcional de 3 dormitorios y 2 baño con asce...";40.3866253;-3.641803;;
197.000 €;Piso en Pilar;/comprar/piso-pilar28029-41692087403_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);53 m²;1ª planta;Te presentamos este encantador piso de 2 dormitorios, con cocina amueblada, baño con plato de ducha, salón espacioso ampliado con ...;40.4768893;-3.7061397;;
345.000 €;Piso en calle Marqués de Viana;/comprar/piso-valdeacederas28039-42505663238_101000/;Valdeacederas (Distrito Tetuán. Madrid Capital);89 m²;;"¡No cobramos honorarios comprador!
Encantador piso de 3 dormitorios listo para habitar. Este acogedor hogar se encuentra en un edi...";40.461588734;-3.700507162;;
1.350.000 €;Piso en calle del Marqués de Urquijo;/comprar/piso-moncloa_aravaca_arguelles28008-100074533810_996542/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);214 m²;6ª planta;"Piso señorial en edificio representativo de 1928.
Salón de 60 m² con 8 balcones a la calle. Comedor independieinte y amplio hall r...";40.4301696;-3.7183516;3 habs.;2 baños
2.885.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39240921117_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);565 m²;;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 754, superficie construida ...;40.4980198;-3.6952873;6 habs.;7 baños
253.000 €;Piso en calle de Aquiles, 4;/comprar/piso-san_blas_canillejas28022-34169163260_100500/;Canillejas (Distrito San Blas. Madrid Capital);70 m²;;¡No pierdas la oportunidad de adquirir este increíble piso en venta! Se trata de una vivienda en promoción nueva junto al metropol...;40.4383;-3.61313;2 habs.;1 baño
2.500.000 €;Chalet en Valdemarín;/comprar/chalet-valdemarin-41703159244_993204/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);610 m²;;¡Bienvenidos a la venta de la finca más exclusiva de valdemarín - aravaca! Inmobiliaria los berrocales les presenta esta impresion...;40.467736514;-3.795042683;11 habs.;11 baños
285.000 €;Piso en Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-40854087382_102100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);65 m²;;En esta ocasión, tenemos el placer de presentarte una magnífica vivienda en altura ubicada en el corazón de lavapiés, en el distri...;40.4172768;-3.7022606;1 hab.;1 baño
299.900 €;Dúplex en calle de Camarillas;/comprar/duplex-casco_historico_de_barajas-41689014904_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);58 m²;2ª planta;"Vohome propiedades barajas vende magnifico dúplex en el casco histórico.

La vivienda construida en el año 2021 consta de 52 m² út...";40.4725614;-3.5766148;;
381.900 €;Piso en calle de Alfonso Fernández, 28;/comprar/piso-carabanchel_buenavista28054-4065501544_109700/;Buenavista (Distrito Carabanchel. Madrid Capital);124 m²;1ª planta;P5 1B. Piso en un edificio de obra nueva de 124m2 de superficie construida y ubicado en la zona de Madrid Capital. Está distribuido en 3 habitaciones y 2 baños completos y terraza de 3 m². Incluye extras como ascensor, garaje y trastero.;40,3664189;-3,7556685;3 habs.;2 baños
269.000 €;Piso en Pradolongo;/comprar/piso-moscardo28026-40019989465_102100/;Moscardó (Distrito Usera. Madrid Capital);130 m²;;Gilmar madrid río vende piso en la zona de pradolongo, en el distrito de usera. Se sitúa en la calle paralela a marcelo usera a es...;40.386848726;-3.715425547;3 habs.;2 baños
580.000 €;Piso en Chamberí;/comprar/piso-trafalgar28010-39227667511_105700/;Trafalgar (Distrito Chamberí. Madrid Capital);84 m²;5ª planta;Globalpiso- chamberi, vende estupenda vivienda en una de la mejores zonas de la capital. La vivienda está para entrar a vivir. Se ...;40.4346071;-3.7027633;2 habs.;1 baño
1.190.000 €;Ático en Goya;/comprar/atico-tetuan_almenara28029-41733782504_102100/;Almenara (Distrito Tetuán. Madrid Capital);86 m²;;Atico a la altura del wizink center, edificio clásico, señorial, impecables las zonas comunes, vivienda impecable, a estrenar, ter...;40.4755149;-3.6840599;2 habs.;3 baños
298.000 €;Piso en Ronda de Segovia;/comprar/piso-imperial28005-38372466508_519880/;Imperial (Distrito Arganzuela. Madrid Capital);62 m²;3ª planta;Castro inmobiliaria vende piso en madrid con ascensor piso en ronda de segovia, piso con superficie total 62m², superficie útil 50...;40.4084868;-3.7168742;2 habs.;1 baño
136.500 €;Piso en San Isidro;/comprar/piso-carabanchel_san_isidro28019-37578620347_997892/;San Isidro (Distrito Carabanchel. Madrid Capital);45 m²;Principal;Ref. General r-1108. Centro inmobiliario y juridico vende, apartamento alquilado y reformado con 2 dormitorios en la zona de gener...;40.3951695;-3.723065;2 habs.;1 baño
185.000 €;Piso en San Blas / Simancas;/comprar/piso-san_blas_simancas28037-39257707041_100500/;Simancas (Distrito San Blas. Madrid Capital);67 m²;1ª planta;Vohome propiedades simancas/julián camarillo/salvador vende piso en primera planta, completo con ascensor, en la zona de simancas....;40.4312181;-3.6280561;3 habs.;1 baño
495.000 €;Piso en Montecarmelo;/comprar/piso-montecarmelo28049-42595350860_100200/;Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital);119 m²;;"Agencia inmobiliaria de madrid - zona montecarmelo - las tablas - sanchinarro - oficina tecnocasa.
En venta: bajo de 117 m² constr...";40.5097184;-3.6955843;2 habs.;2 baños
340.000 €;Piso en calle de Fuentespina;/comprar/piso-villa_de_vallecas_santa_eugenia28031-38347679882_101800/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);115 m²;2ª planta;Alpha artilleros vende en exclusiva increíble vivienda ¡Gran oportunidad de inversión! Este piso exterior de 115 metros construido...;40.3798458;-3.6038284;4 habs.;2 baños
398.000 €;Piso en calle de la Esperanza;/comprar/piso-centro_embajadores_lavapies28012-41672732074_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);76 m²;1ª planta;"'agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa

¡Vende! Excelente inmue...";40.4102517;-3.7000193;2 habs.;2 baños
2.820.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-mirasierra_arroyo_del_fresno28034-39168848653_102100/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);541 m²;;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 541 metros cuadrados, superficie solar 752, superficie construida ...;40.4986925;-3.6975454;6 habs.;7 baños
143.000 €;Piso en calle de Zaratán;/comprar/piso-san_blas_simancas28037-40002718336_100500/;Simancas (Distrito San Blas. Madrid Capital);50 m²;4ª planta;Vohome propiedades simancas/julián camarillo/salvador vende en simancas piso en cuarta planta con ascensor frente a metro simancas...;40.4287028;-3.6257452;2 habs.;1 baño
340.000 €;Piso en calle de la Infanta Mercedes, 91;/comprar/piso-castillejos28020-2815911728_109700/;Castillejos (Distrito Tetuán. Madrid Capital);34 m²;2ª planta;V09, 2º c. Piso en un edificio de obra nueva de 34 m² de superficie construida y ubicado en la zona de madrid capital, enclavado e...;40.4624735;-3.6946876;1 hab.;1 baño
261.000 €;Piso en Puerta Bonita;/comprar/piso-puerta_bonita28025-41724368650_100200/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);90 m²;1ª planta;"Agencia inmobiliaria de madrid zona fatima - colonia prensa -eugenia montijo oficina tecnocasa
Calle domingo de alboraya , piso en...";40.378721;-3.7455276;2 habs.;2 baños
350.000 €;Piso en calle de la Aduana, 17;/comprar/piso-sol_barrio28013-35932678712_100500/;Sol (Distrito Centro. Madrid Capital);82 m²;Bajo;"8,5% de rentabilidad en airbnb a una manzana del four seasons.

Diza consultores les presenta precioso loft de diseño con acabados...";40.4183;-3.70146;2 habs.;1 baño
230.000 €;Piso en Paseo de Santa María de la Cabeza;/comprar/piso-abrantes28019-40845415957_512122/;Abrantes (Distrito Carabanchel. Madrid Capital);64 m²;2ª planta;Se vende precioso apartamento exterior muy soleado reformado totalmente con máxima calidad en diseño y materiales, la vivienda dis...;40.3977851;-3.7026251;2 habs.;1 baño
227.900 €;Dúplex en Vallecas;/comprar/duplex-palomeras_bajas28053-40078178712_109300/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);75 m²;;Inmobiliaria pone a la venta en exclusiva este estupendo dúplex de 2 habitaciones con armarios, aseo de cortesía, baño, cocina amu...;40.3923265;-3.6631444;2 habs.;2 baños
