precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
1.825 €/mes;Apartamento en Chamartin;/alquilar/apartamento-sol_barrio28013-36685908890_108900/;Sol (Distrito Centro. Madrid Capital);25 m²;¿Quieres vivir la experiencia de compartir un chalet con otros 9 jóvenes profesionales y estudiantes internacionales? Leer el anun...;40.4624852;-3.6770792;1 hab.;1 baño;
2.400 €/mes;Piso en Salamanca Recoletos;/alquilar/piso-recoletos28001-38409771991_101000/;Recoletos (Distrito Salamanca. Madrid Capital);85 m²;Alfa madrid norte gestiona en exclusiva vivienda en ayala con serrano gran oportunidad de excelente vivienda amueblada o sin amueb...;40.4278108;-3.6878275;2 habs.;2 baños;
830 €/mes;Piso en Zofío;/alquilar/piso-zofio28026-36739669938_100500/;Zofío (Distrito Usera. Madrid Capital);48 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residencia...";40.380268;-3.712899;2 habs.;1 baño;3ª planta
1.025 €/mes;Piso en calle del Calcio;/alquilar/piso-butarque28021-37547277541_108900/;Butarque (Distrito Villaverde. Madrid Capital);63 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 2 dormitorios ¡Con garaje y trastero i...";40.3507443;-3.679421;2 habs.;;3ª planta
2.100 €/mes;Piso en calle de Ilustración;/alquilar/piso-casa_de_campo28008-23418933460_108900/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);80 m²;"Disponible a partir de agosto 2023 

 
 
En altor asesores te ofrecemos la magnifica oportunidad de estrenar esta vivienda recién ...";40.42111;-3.7176052;2 habs.;2 baños;
1.570 €/mes;Piso en calle de Vicente Morales;/alquilar/piso-piovera28043-34228272118_108900/;Piovera (Distrito Hortaleza. Madrid Capital);99 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos 1...";40.4617533;-3.6372138;2 habs.;;4ª planta
1.200 €/mes;Piso en Avenida de la Gavia;/alquilar/piso-ensanche_de_vallecas_valdecarros28051-38361082448_107500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);71 m²;Promoción: 1 mes de alquiler gratis si reservas antes del 30 de noviembre. Y además, ¡Sin comisiones de agencia!.Luminoso ático en...;40.372433;-3.612655;2 habs.;1 baño;
1.450 €/mes;Piso en Centro;/alquilar/piso-centro_embajadores_lavapies28012-38380129579_108900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);100 m²;Estupendo piso de 100m² recién pintado con 3 dormitorios, 1 cuarto de baño, cocina equipada y amueblada y salón-comedor con salida...;40.407153;-3.6999906;3 habs.;1 baño;8ª planta
2.000 €/mes;Piso en Avenida de Menéndez Pelayo, 79;/alquilar/piso-nino_jesus28007-34208173568_100500/;Niño Jesús (Distrito Retiro. Madrid Capital);134 m²;Vivienda reformada en planta séptima, con vistas espectaculares al parque del retiro, puerta de dante. Orientación suroeste, muy s...;40.4095;-3.67686;3 habs.;2 baños;7ª planta
1.300 €/mes;Estudio en Distrito Salamanca;/alquilar/estudio-salamanca_castellana28006-39177296864_108900/;Castellana (Distrito Salamanca. Madrid Capital);40 m²;"Disponible el 05 de diciembre de 2023!

Estudio en alquiler por temporada. Alquiler por meses. Se fija un precio de suministros de...";40.4367505;-3.6851338;;;
1.085 €/mes;Piso en calle de Josefa Fernández Buterga;/alquilar/piso-opanel28019-37527712200_108900/;Opañel (Distrito Carabanchel. Madrid Capital);68 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 1 dormitorio ¡Con garaje incluido!

*e...";40.3916509;-3.7179397;1 hab.;;3ª planta
1.375 €/mes;Ático en Carabanchel;/alquilar/atico-opanel28019-38381176591_108900/;Opañel (Distrito Carabanchel. Madrid Capital);45 m²;"Ático de obra nueva con terraza de 25m² a pie de salón. 
Dispone de 2 habitaciones, salón con cocina integrada, amueblada y equipa...";40.3909169;-3.723379;2 habs.;1 baño;
2.620 €/mes;Piso en calle Josã© Rizal;/alquilar/piso-hortaleza_canillas28043-39174510856_108900/;Canillas (Distrito Hortaleza. Madrid Capital);191 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos 1...";40.4644202;-3.6371771;3 habs.;;4ª planta
870 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28021-21709094826_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);49 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencia...";40.3476098;-3.6913408;2 habs.;1 baño;2ª planta
1.100 €/mes;Piso en calle de Meléndez Valdés;/alquilar/piso-gaztambide28015-38376036229_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);40 m²;**por meses o larga estancia, el precio varía según el número de meses, desde 1300€ a 2500€ (con todos los recibos incluidos, la l...;40.4331711;-3.715178;1 hab.;1 baño;1ª planta
850 €/mes;Piso en Puerta Bonita;/alquilar/piso-puerta_bonita28025-22519247720_100500/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);54 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.3745415;-3.7390408;3 habs.;1 baño;3ª planta
1.950 €/mes;Piso en calle de Mauricio Legendre;/alquilar/piso-castilla28046-38337048613_100500/;Castilla (Distrito Chamartín. Madrid Capital);120 m²;Fabuloso y luminoso piso de 120m². La vivienda cuenta con 4 grandes habitaciones y 2 baños completos. Además consta de una cocina ...;40.4695849;-3.6869118;4 habs.;2 baños;4ª planta
1.080 €/mes;Piso en San Isidro;/alquilar/piso-carabanchel_san_isidro28019-37560648302_100500/;San Isidro (Distrito Carabanchel. Madrid Capital);66 m²;"¡Sin comisión de agencia!

Excelente apartamento de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio reside...";40.397644;-3.7344942;3 habs.;1 baño;1ª planta
900 €/mes;Piso en Ciudad Lineal;/alquilar/piso-ventas28017-39223091145_108900/;Ventas (Distrito Ciudad Lineal. Madrid Capital);55 m²;Vivienda de 55m² distribuida en 2 habitaciones, amplio salón con acceso a una terraza abierta de 2m², cocina amueblada y equipada ...;40.425305;-3.6535118;2 habs.;1 baño;3ª planta
900 €/mes;Piso en calle de David Lara;/alquilar/piso-puente_de_vallecas_portazgo28018-39178263600_525936/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);65 m²;"Jowner alquila estupendo piso en la zona de vallecas.

Espectacular vivienda de dos dormitorios, muy bien comunicada y lista para ...";40.3936443;-3.6637752;2 habs.;1 baño;Bajo
3.200 €/mes;Piso en Goya;/alquilar/piso-goya28001-37572669832_108900/;Goya (Distrito Salamanca. Madrid Capital);109 m²;Excelente piso en finca de obra nueva con zonas comunes, jardines, pista de padel, gimnasio y sauna en la el mismo centro de madri...;40.4261432;-3.6778127;2 habs.;2 baños;
950 €/mes;Piso en Villa de Vallecas;/alquilar/piso-villa_de_vallecas_santa_eugenia28031-39241466025_108900/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);85 m²;Piso de 85m²,  consta de 3 habitaciones, un amplio salón comedor, terraza de 5m², cocina amueblada y equipada, 1 baño completo , a...;40.3801725;-3.6134785;3 habs.;1 baño;1ª planta
1.350 €/mes;Piso en Cuatro Vientos;/alquilar/piso-cuatro_vientos28044-38428815348_995477/;Cuatro Vientos (Distrito Latina. Madrid Capital);142 m²;"*maravilloso piso en la dehesa del principe *( cuatro vientos).
Urbanización privada con todo tipo de servicios, supermercado, col...";40.382502949;-3.791413489;3 habs.;3 baños;4ª planta
1.625 €/mes;Piso en La Paz;/alquilar/piso-fuencarral_el_pardo_la_paz28029-39191109769_100500/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);148 m²;"La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso sin amueblar de 148 m² y 3 habitaciones; situado próximo...";40.4825196;-3.7013149;3 habs.;2 baños;
1.080 €/mes;Piso en calle de Josefa Fernández Buterga;/alquilar/piso-opanel28019-39211490380_108900/;Opañel (Distrito Carabanchel. Madrid Capital);61 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 1 dormitorio ¡Con garaje incluido!
*es...";40.3913365;-3.7181352;1 hab.;;4ª planta
1.070 €/mes;Piso en San Blas;/alquilar/piso-san_blas_rosas28022-39252745193_108900/;Rosas (Distrito San Blas. Madrid Capital);90 m²;Estupenda vivienda reformada de 90m² distribuida en 3 habitaciones ( todas ellas amplias), amplio salón-comedor de 25m² con acceso...;40.427893;-3.610077;3 habs.;2 baños;2ª planta
1.200 €/mes;Piso en Chamberi;/alquilar/piso-rios_rosas28003-39200880612_108900/;Ríos Rosas (Distrito Chamberí. Madrid Capital);70 m²;Estupendo piso de 70m² con 2 dormitorios, 1 cuarto de baño, cocina completamente equipada y amplio salón-comedor. La vivienda disp...;40.4426193;-3.6973147;2 habs.;1 baño;5ª planta
870 €/mes;Piso en San Cristóbal;/alquilar/piso-villaverde_san_cristobal-38367346173_100500/;San Cristóbal (Distrito Villaverde. Madrid Capital);65 m²;"¡Sin comisión de agencia!

Excelente ático con dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencial....";40.3411753;-3.6875668;2 habs.;1 baño;1ª planta
1.200 €/mes;Piso en Cortes-Huertas;/alquilar/piso-cortes_huertas28014-39170569630_100200/;Cortes-Huertas (Distrito Centro. Madrid Capital);56 m²;"Agencia inmobiliaria de madrid zona las cortes-antón martín - lavapiés - reina sofía oficina tecnocasa
¡Alquila! Larga estancia. B...";40.4129629;-3.6976581;1 hab.;1 baño;4ª planta
925 €/mes;Piso en calle Doctor Castroviejo;/alquilar/piso-penagrande28035-39223573912_108900/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);56 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos 1...";40.4735429;-3.7242565;;;5ª planta
1.850 €/mes;Piso en calle de Hernán Cortés;/alquilar/piso-justicia_chueca28004-38355174621_525936/;Justicia-Chueca (Distrito Centro. Madrid Capital);180 m²;"“jowner alquila fantástico piso en chueca-justicia”

Espectacular piso de 180m², distribuidos en salón comedor, dos dormitorios, c...";40.4233195;-3.6996522;2 habs.;2 baños;1ª planta
1.190 €/mes;Piso en Tetuan;/alquilar/piso-ciudad_universitaria28040-39208495135_108900/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);65 m²;Piso de  65m²  cuenta con dos  habitaciones exteriores con armarios ,  un amplio salón-comedor  con una terraza descubierta , baño...;40.4493954;-3.7110568;2 habs.;1 baño;3ª planta
3.500 €/mes;Piso en calle de Antonio Acuña, 17;/alquilar/piso-goya28009-25886116767_518087/;Goya (Distrito Salamanca. Madrid Capital);270 m²;"Hermoso apartamento reformado en la zona de goya, consta de 3 habitaciones, dos de ellas dobles y una individual 

* el precio que...";40.42188811381581;-3.6787448189148995;3 habs.;4 baños;6ª planta
935 €/mes;Piso en calle de las Huertas del Río, 1;/alquilar/piso-butarque28021-3597865849_109700/;Butarque (Distrito Villaverde. Madrid Capital);45 m²;"Vt 5.1 piso 1 dormitorio planta baja con terraza.
“no pagues alquiler hasta enero 2024. Si firmas contrato antes del 30 de noviemb...";40.3392081;-3.6779739;1 hab.;1 baño;Bajo
3.300 €/mes;Piso en calle de Maudes;/alquilar/piso-rios_rosas28003-37520155229_525936/;Ríos Rosas (Distrito Chamberí. Madrid Capital);210 m²;"“jowner alquila fantástico piso en nuevos ministerios - ríos rosas”

Espectacular piso de 210 m², excelente ubicación, distribuido...";40.4451064;-3.699191;4 habs.;3 baños;3ª planta
1.200 €/mes;Piso en Usera;/alquilar/piso-orcasur28041-39187931524_108900/;Orcasur (Distrito Usera. Madrid Capital);108 m²;Maravilloso piso de 105m² consta de 4 amplias habitaciones, salón independiente, cocina equipada y amueblada recién reformada, 1 b...;40.3659487;-3.6996151;4 habs.;1 baño;6ª planta
890 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28041-37593701970_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);57 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.3549572;-3.6918513;3 habs.;1 baño;3ª planta
870 €/mes;Piso en San Cristóbal;/alquilar/piso-villaverde_san_cristobal-39259204455_100500/;San Cristóbal (Distrito Villaverde. Madrid Capital);68 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residenci...";40.3450394;-3.6903625;3 habs.;1 baño;4ª planta
1.375 €/mes;Piso en calle de San Juan de Ortega;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-39177576975_108900/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);93 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 2 dormitorios ¡Con plaza de garaje y t...";40.5047919;-3.6748447;2 habs.;;3ª planta
1.445 €/mes;Piso en calle de San Juan de Ortega;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-39187156071_108900/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);103 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos 1...";40.5050712;-3.6752713;2 habs.;;4ª planta
1.500 €/mes;Piso en Salamanca;/alquilar/piso-guindalera28028-39235968646_108900/;Guindalera (Distrito Salamanca. Madrid Capital);76 m²;Estupendo piso de 76 m² consta de 3 habitaciones, salón independiente, 1 baño y armarios empotrados. Calefacción individual de gas...;40.4351264;-3.662436;3 habs.;1 baño;2ª planta
2.350 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-salamanca_castellana28006-36709656996_525936/;Castellana (Distrito Salamanca. Madrid Capital);115 m²;"“jowner alquila piso en castellana-nuñez de balboa”

Espectacular estudio de 120 m², excelente ubicación, distribuido en dos salon...";40.4294858;-3.6822741;2 habs.;2 baños;3ª planta
1.525 €/mes;Piso en Paseo de la Alameda de Osuna;/alquilar/piso-alameda_de_osuna_barrio-39228493208_108900/;Alameda de Osuna (Distrito Barajas. Madrid Capital);95 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
 Precioso ático de 2 dormitorios ¡Y en perfecto estado de al...";40.454341428;-3.598435118;2 habs.;;6ª planta
2.025 €/mes;Piso en calle de Alcalá;/alquilar/piso-rejas28022-34210853251_108900/;Rejas (Distrito San Blas. Madrid Capital);131 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Espectacular vivienda de 4 dormitorios con terraza en perfec...";40.4495358;-3.6034872;4 habs.;;4ª planta
2.700 €/mes;Piso en calle de Josep Plá;/alquilar/piso-chamartin_ciudad_jardin28002-38334005029_525936/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);130 m²;"“jowner alquila magnífico ático dúplex en cruz del rayo”

Sensacional ático de 130m², distribuidos en un luminoso salón con tres h...";40.4432789;-3.6775313;3 habs.;3 baños;9ª planta
3.564 €/mes;Piso en calle de Narváez;/alquilar/piso-ibiza28009-29189808650_100500/;Ibiza (Distrito Retiro. Madrid Capital);157 m²;Top properties presenta maravilloso piso en todo el centro de madrid, en la 6 planta exterior con ascensor. Posee 145m² construido...;40.4188653;-3.6764055;4 habs.;3 baños;6ª planta
1.200 €/mes;Piso en Moratalaz;/alquilar/piso-marroquina28030-39263168155_108900/;Marroquina (Distrito Moratalaz. Madrid Capital);80 m²;Estupendo piso totalmente reformado de 80m², distribuido en 3 dormitorios, salón comedor de 15 m² con acceso a terraza, cocina tot...;40.4071099;-3.6353903;3 habs.;2 baños;6ª planta
950 €/mes;Piso en Latina;/alquilar/piso-las_aguilas28044-39176256198_108900/;Las Águilas (Distrito Latina. Madrid Capital);90 m²;Vivienda de 90 m². Consta de 3 dormitorios, amplio salón comedor, cocina amueblada y equipada y 1 cuarto de baño completo. Dispone...;40.3807698;-3.7665576;3 habs.;1 baño;2ª planta
870 €/mes;Piso en Pradolongo;/alquilar/piso-usera_pradolongo28026-36762785769_100500/;Pradolongo (Distrito Usera. Madrid Capital);47 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencia...";40.3811534;-3.7059989;2 habs.;1 baño;1ª planta
1.530 €/mes;Piso en calle de José Antonio Zapata;/alquilar/piso-legazpi_barrio28045-38379805605_108900/;Legazpi (Distrito Arganzuela. Madrid Capital);84 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 2 dormitorios ¡Con garaje incluido!
*e...";40.3859397;-3.691261;2 habs.;;3ª planta
1.047 €/mes;Piso en calle del Olivo;/alquilar/piso-moncloa_aravaca_aravaca28023-30873860939_518087/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);52 m²;Cómodo apartamento en aravaca. Este bello apartamento tiene 2 habitaciones y capacidad para 4 personas, . Tiene una cocina bien eq...;40.458788;-3.7814588;2 habs.;1 baño;2ª planta
1.295 €/mes;Piso en Ciudad Lineal;/alquilar/piso-san_juan_bautista28043-39210995894_108900/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);77 m²;Estupendo piso de 77 m² en urbanización privada con 2 dormitorios, salón independiente, cocina equipada y amueblada, 2 baños compl...;40.4481622;-3.6613546;2 habs.;2 baños;9ª planta
800 €/mes;Piso en Carabanchel;/alquilar/piso-abrantes28025-39224406128_108900/;Abrantes (Distrito Carabanchel. Madrid Capital);45 m²;Vivienda de obra seminueva de 45 m². Consta de 2 dormitorios, salón comedor, cocina amueblada y equipada y 1 cuarto de baño comple...;40.3818116;-3.7277614;2 habs.;1 baño;2ª planta
3.150 €/mes;Chalet adosado en calle de Almanzora;/alquilar/chalet_adosado-moncloa_aravaca_aravaca28023-32511524200_107500/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);276 m²;Promoción: ¡1 mes de alquiler y alta de suministros gratis si reservas antes del 30 de noviembre! Y además, ¡Sin comisiones de age...;40.4580320222358;-3.7946612404095;4 habs.;3 baños;
1.200 €/mes;Piso en Arganzuela;/alquilar/piso-palos_de_moguer28045-39240940110_108900/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);60 m²;Piso totalmente reformado a estrenar de 60m² distribuidos en 3 dormitorios, salón comedor, cocina abierta totalmente amueblada y e...;40.4041276;-3.6904615;3 habs.;1 baño;1ª planta
1.300 €/mes;Piso en calle de Estocolmo;/alquilar/piso-san_blas_rosas28022-39170228256_525936/;Rosas (Distrito San Blas. Madrid Capital);130 m²;"“jowner alquila fantástico piso en las rosas”
 

Espectacular piso exterior sin amueblar de 130 m² útiles, excelente ubicación, di...";40.4244272;-3.6022134;3 habs.;2 baños;3ª planta
1.190 €/mes;Piso en Ciudad Lineal;/alquilar/piso-san_juan_bautista28043-38356296373_108900/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);70 m²;Piso exterior con terraza. Dispone de 3 habitaciones, salón independiente con acceso directo a la terraza, cocina amueblada y equi...;40.4521134;-3.6614513;3 habs.;1 baño;2ª planta
900 €/mes;Piso en Ciudad Lineal;/alquilar/piso-ciudad_lineal_san_pascual-39241235849_108900/;San Pascual (Distrito Ciudad Lineal. Madrid Capital);55 m²;Vivienda de 55m² en zona residencial muy tranquila, distribuida en 2 dormitorios, salón comedor de paso, terraza acristalada de 4m...;40.4422297;-3.6484042;2 habs.;1 baño;2ª planta
450 €/mes;Estudio en Puerta del Ángel;/alquilar/estudio-puerta_del_angel-39181699052_516598/;Puerta del Ángel (Distrito Latina. Madrid Capital);20 m²;Para una persona, pequeño estudio para entrar en febrero, amueblado, aire acondicionado, una primera planta, comunicado con metro ...;40.4110637;-3.7338793;;1 baño;
1.545 €/mes;Piso en calle del Golfo de Salónica;/alquilar/piso-costillares-38424273554_108900/;Costillares (Distrito Ciudad Lineal. Madrid Capital);108 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 2 dormitorios ¡Con plaza de garaje y t...";40.4804378;-3.6633316;2 habs.;;4ª planta
1.400 €/mes;Piso en Tetuan;/alquilar/piso-berruguete28039-39187584666_108900/;Berruguete (Distrito Tetuán. Madrid Capital);99 m²;Estupendo piso reformado de 99m² con 3 dormitorios, 1 cuarto de baño, 1 aseo, amplio salón con salida a terraza de 6m² y gran coci...;40.4570378;-3.7084454;3 habs.;2 baños;2ª planta
3.005 €/mes;Piso en calle de José Rizal;/alquilar/piso-piovera28043-36684949787_108900/;Piovera (Distrito Hortaleza. Madrid Capital);233 m²;"Consigue ¡Hasta 1 mes gratis! Y disfruta este otoño en tu nuevo hogar
Estupenda vivienda de 4 dormitorios con terraza ¡¡Y con 2 pl...";40.4602537;-3.6361485;4 habs.;;4ª planta
830 €/mes;Piso en San Diego;/alquilar/piso-san_diego28053-35926896736_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);49 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencia...";40.3922314;-3.6707543;2 habs.;1 baño;1ª planta
1.700 €/mes;Piso en Madrid;/alquilar/piso-chamartin_ciudad_jardin28002-39175302331_108900/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);100 m²;Bienvenido al hogar de tus sueños. Este impresionante piso de 3 habitaciones y 2 baños ofrece lo mejor en comodidad y buen gusto. ...;40.4470848;-3.6726017;3 habs.;2 baños;
1.050 €/mes;Piso en Puente de Vallecas;/alquilar/piso-palomeras_sureste28031-39179469336_108900/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);92 m²;Piso de 92m² totalmente reformado a capricho, consta de 2 dormitorios,  un amplio salón comedor, cocina amueblada y equipada,  2 b...;40.3816566;-3.6326857;2 habs.;2 baños;7ª planta
750 €/mes;Estudio en Embajadores-Lavapiés;/alquilar/estudio-centro_embajadores_lavapies28012-36730504682_516598/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);26 m²;Estudio para chica estudiante, amueblado y equipado con electrodomésticos, comunicado con metro y autobuses. Alquiler 750 €. Mejor...;40.4102744;-3.7008049;;1 baño;
1.020 €/mes;Piso en Arcos;/alquilar/piso-arcos28037-39214107871_100500/;Arcos (Distrito San Blas. Madrid Capital);68 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.4252786;-3.6155806;3 habs.;1 baño;3ª planta
1.200 €/mes;Piso en Villa de Vallecas;/alquilar/piso-villa_de_vallecas_santa_eugenia28031-38349968834_108900/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);90 m²;Piso de 90m² reformado a estrenar distribuido en 3 habitaciones, cocina amueblada, salón-comedor de 30m²,  y baño completo con pla...;40.3812225;-3.6085194;3 habs.;1 baño;8ª planta
1.900 €/mes;Piso en Embajadores-Lavapiés;/alquilar/piso-centro_embajadores_lavapies28012-35039165394_108900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);76 m²;Altor asesores pone a su disposición en venta exclusiva vivienda en pleno centro de madrid, entre tirso de molina y lavapiés. Idea...;40.4125574;-3.7040847;2 habs.;1 baño;
960 €/mes;Piso en Arcos;/alquilar/piso-arcos28037-39178386384_100500/;Arcos (Distrito San Blas. Madrid Capital);52 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residenci...";40.4235394;-3.621071;3 habs.;1 baño;2ª planta
1.900 €/mes;Piso en Fuencarral;/alquilar/piso-fuencarral_el_pardo_la_paz28029-38370381473_108900/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);140 m²;Estupendo piso de 140m², consta de 4 habitaciones, amplio salón independiente con terraza de 15m² acristalada, cocina amueblada y ...;40.4831581;-3.6942461;4 habs.;3 baños;2ª planta
4.000 €/mes;Piso en calle de Melquíades Álvarez;/alquilar/piso-chamberi_vallehermoso28003-38412488699_100500/;Vallehermoso (Distrito Chamberí. Madrid Capital);231 m²;Ponemos a su disposición esta vivienda única y exclusiva. Ocupa toda la quinta planta del edificio. Saliendo del ascensor tenemos ...;40.4414077;-3.7135108;4 habs.;3 baños;5ª planta
1.600 €/mes;Piso en calle de las Cañas;/alquilar/piso-ciudad_lineal_colina28043-39215230126_525936/;Colina (Distrito Ciudad Lineal. Madrid Capital);85 m²;"“jowner alquila fantástico piso en arturo soria”
 

Espectacular piso exterior amueblado de 85 m², excelente ubicación, distribuid...";40.4581356;-3.6595527;2 habs.;2 baños;1ª planta
870 €/mes;Piso en San Cristóbal;/alquilar/piso-villaverde_san_cristobal-39262822132_100500/;San Cristóbal (Distrito Villaverde. Madrid Capital);57 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.3447652;-3.6890646;3 habs.;1 baño;3ª planta
1.490 €/mes;Piso en Centro;/alquilar/piso-universidad_malasana28004-37576959568_108900/;Universidad-Malasaña (Distrito Centro. Madrid Capital);55 m²;Piso de reciente reforma de50m² dispone de dos habitaciones con armarios , salón de paso con cocina equipada y amueblada y baño co...;40.4250686;-3.7021943;2 habs.;1 baño;2ª planta
1.640 €/mes;Piso en calle de José Rizal;/alquilar/piso-hortaleza_canillas28043-38388303470_108900/;Canillas (Distrito Hortaleza. Madrid Capital);111 m²;"Consigue ¡Hasta 2 meses gratis! Y disfruta este otoño en tu nuevo hogar

*es condición esencial permanecer en la vivienda al menos...";40.4620791;-3.6380087;2 habs.;;3ª planta
970 €/mes;Piso en Hellín;/alquilar/piso-san_blas_hellin28037-39237756897_100500/;Hellín (Distrito San Blas. Madrid Capital);57 m²;"¡Sin comisión de agencia!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.4323373;-3.6188748;3 habs.;1 baño;3ª planta
1.800 €/mes;Piso en Centro;/alquilar/piso-universidad_malasana28004-35017752976_108900/;Universidad-Malasaña (Distrito Centro. Madrid Capital);60 m²;"Amplio y luminoso piso de 54 metros cuadrados completamente reformado en venta y en alquiler de corta estancia.

Dispone de dos ha...";40.4224337;-3.7063575;2 habs.;1 baño;
850 €/mes;Piso en calle de los Picos de Europa;/alquilar/piso-numancia28038-39190032011_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);66 m²;Hi homie sl ofrece piso disponible el 1 de diciembre. Piso de dos habitación, salón y cocina, independientes. Edificio de 1958 con...;40.3952872;-3.6620732;2 habs.;1 baño;2ª planta
1.000 €/mes;Piso en Retiro;/alquilar/piso-retiro_estrella28007-38336273222_108900/;Estrella (Distrito Retiro. Madrid Capital);51 m²;Piso de 51m²  recién pintado, 1 dormitorio, salón independiente, cocina amueblada y equipada, 1 baño con plato de ducha y mampara,...;40.4079919;-3.6669963;1 hab.;1 baño;4ª planta
950 €/mes;Piso en Orcasitas;/alquilar/piso-orcasitas-36703969665_100500/;Orcasitas (Distrito Usera. Madrid Capital);99 m²;"¡Sin comisión de agencia!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencia...";40.3702094;-3.7093935;2 habs.;1 baño;1ª planta
