precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
1.300.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28010-30839066444_521707/;Almagro (Distrito Chamberí. Madrid Capital);95 m²;"Monteriver vende un extraordinario piso en la zona de chamberi-almagro,
Por su ubicación es ideal para tanto para familias como pa...";40.4351708;-3.6966992;2 habs.;2 baños;2ª planta
1.750.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28010-30835066957_521707/;Almagro (Distrito Chamberí. Madrid Capital);160 m²;"Monteriver le ofrece un de lujoso piso en almagro - chamberi, una de las zonas mas emblematicas de madrid.
Se compone de un gran s...";40.4302172;-3.6936805;4 habs.;3 baños;4ª planta
275.000 €;Piso en calle;/comprar/piso-fuencarral_el_pardo_el_pardo28048-45040695418_107700/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);95 m²;Bonito piso en venta en el pardo, ubicado en la calle rosa sabater, cerca de la plaza de el pardo. Este bonito piso cuenta con, 3 ...;40.520505;-3.77844144858871;3 habs.;1 baño;
129.000 €;Piso en calle de Jaime Tercero;/comprar/piso-puerta_del_angel-43368555634_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);48 m²;"Tecnocasa estudio paseo jesuitas sl
Puerta del angel-alto de extremadura/madrid 
 Piso con entrada independiente del portal, para ...";40.4085251;-3.7325865;3 habs.;1 baño;
1.189.000 €;Ático en calle de la Montera;/comprar/atico-sol_barrio28013-39225121347_100500/;Sol (Distrito Centro. Madrid Capital);164 m²;Fortuny real estate presenta en venta maravilloso inmueble de 164m² con terraza en el corazón de la ciudad. Este magnífico piso es...;40.4191375;-3.7018203;4 habs.;4 baños;
785.000 €;Piso en calle de Francisco Silvela, 21;/comprar/piso-lista_barrio28028-43402194643_101000/;Lista (Distrito Salamanca. Madrid Capital);94 m²;Vivienda totalmente reformada y lista para entrar a vivir en edificio señorial con portero físico. A través del hall de entrada ac...;40.430654;-3.6712819;3 habs.;2 baños;
849.000 €;Piso en Arapiles;/comprar/piso-chamberi_arapiles28015-30911422303_521707/;Arapiles (Distrito Chamberí. Madrid Capital);160 m²;"Vendemos en una de las zonas de mayor interés hablamos del centro de madrid; la vivienda esta reformada a estrenar, vivienda exter...";40.4313345;-3.7058089;3 habs.;2 baños;2ª planta
174.000 €;Piso en calle del Cabo Nicolás Mur;/comprar/piso-carabanchel_san_isidro28019-42573291028_107000/;San Isidro (Distrito Carabanchel. Madrid Capital);61 m²;Disponibilidad inmediata. ¡No puedes dejar pasar esta increíble oportunidad con aliseda excent este encantador piso en san isidro ...;40.39531947837865;-3.7336223319109223;2 habs.;1 baño;
198.000 €;Piso en calle de Escalona, 21;/comprar/piso-latina_aluche28024-44209911494_101800/;Aluche (Distrito Latina. Madrid Capital);82 m²;Oca servicios inmobiliarios ofrece en venta este estupendo piso para estrenar en la calle escalona, totalmente exterior y muy lumi...;40.398;-3.76071;3 habs.;1 baño;
800.000 €;Piso en Almenara;/comprar/piso-tetuan_almenara28029-44195083420_362300/;Almenara (Distrito Tetuán. Madrid Capital);200 m²;Fantástico piso en plaza de castilla. Piso de 197 m², con recibidor, gran salón con terraza, cocina independiente con lavadero y p...;40.4738495;-3.6883855;4 habs.;3 baños;2ª planta
1.790.000 €;Piso en calle Lagasca;/comprar/piso-recoletos28001-43402861056_109300/;Recoletos (Distrito Salamanca. Madrid Capital);105 m²;De rojas servicios inmobiliarios pone a la venta  inmueble único, situado en la calle lagasca a la altura de jorge juan, la zona m...;40.4242482;-3.685356;2 habs.;2 baños;
530.000 €;Piso en calle de Viloria de Rioja;/comprar/piso-fuencarral_el_pardo_las_tablas28050-44244158586_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);143 m²;Se vende amplio piso de tres dormitorios, dos baños, cocina y luminoso salón-comedor en la prestigiosa zona de las tablas. La prop...;40.5047316;-3.6737076;3 habs.;2 baños;4ª planta
849.000 €;Piso en calle de Diego de León;/comprar/piso-guindalera28028-35921722576_100500/;Guindalera (Distrito Salamanca. Madrid Capital);83 m²;Fortuny real estate ofrece en venta estupendo inmueble de 83 m² de superficie, totalmente reformado por un estudio de arquitectura...;40.4344978;-3.6780872;2 habs.;2 baños;6ª planta
335.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28047-42597410639_101800/;Vista Alegre (Distrito Carabanchel. Madrid Capital);128 m²;"Piso totalmente exterior con terraza y ascensor en av. Nuestra señora de fátima, vista alegre.
Consta de 128m² construidos distrib...";40.3828136;-3.7470507;4 habs.;2 baños;2ª planta
220.000 €;Piso en Fuente del Berro;/comprar/piso-fuente_del_berro28028-40928305958_100200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);52 m²;"Agencia inmobiliaria de madrid – zona salamanca – fuente del berro – goya– vende piso en calle jorge juan.
Vivienda en una primera...";40.4228988;-3.6660201;2 habs.;;1ª planta
247.700 €;Piso en calle de Nuestra Señora de los Dolores, 18;/comprar/piso-valdeacederas28039-4298375884_109700/;Valdeacederas (Distrito Tetuán. Madrid Capital);54 m²;1º b. Piso en un inmueble de obra nueva de 54 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4663558;-3.7035008;1 hab.;1 baño;1ª planta
565.000 €;Piso en calle Portal de Belén;/comprar/piso-nino_jesus28009-45089333003_109100/;Niño Jesús (Distrito Retiro. Madrid Capital);111 m²;Donpiso retiro vende de forma exclusiva piso de 111 metros cuadrados en el barrio de niño jesús.  La vivienda se encuentra ubicada...;40.4120415;-3.6745567;4 habs.;2 baños;
395.000 €;Piso en Palacio;/comprar/piso-centro_embajadores_lavapies28005-45056080830_102100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;Excelente oportunidad en palacio para invertir o vivir.  Con una superficie de 55 m², cuenta con 1 dormitorio y 2 baños, lo que lo...;40.4100337;-3.7119373;1 hab.;2 baños;
275.000 €;Piso en Aeropuerto;/comprar/piso-aeropuerto28022-25913431450_515299/;Aeropuerto (Distrito Barajas. Madrid Capital);93 m²;"J.r.- tenemos esta estupenda vivienda en venta, dentro de una urbanización cerrada con portero físico y vigilancia las 24h.
Con un...";40.4422416;-3.5831373;2 habs.;2 baños;4ª planta
253.000 €;Piso en calle de San Sinforiano, 4;/comprar/piso-casco_historico_de_barajas-4380168850_109700/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);49 m²;1º B. Piso en un inmueble de obra nueva de 49 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 1. Está estructurado en 1 habitación y 1 baño completo. Aporta como extras garaje 18 moto y trastero 2.;40,4731113;-3,5806503;1 hab.;1 baño;1ª planta
315.000 €;Piso en calle de San Bernardo;/comprar/piso-universidad_malasana28015-43340728328_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);47 m²;Grupo inmobiliario ares vende piso de 47 m² en barrio malasaña-universidad distrito centro.  Consta de salón, cocina,  baño y dorm...;40.422839;-3.7077023;1 hab.;1 baño;
150.000 €;Piso en Bellas Vistas;/comprar/piso-bellas_vistas28039-36705214402_100200/;Bellas Vistas (Distrito Tetuán. Madrid Capital);26 m²;Tecnocasa consulting cuatro caminos - 2022 s.l. Agencia inmobiliaria de madrid zona cuatro caminos-bellas vistas ofrece en venta p...;40.4501162;-3.704246;1 hab.;1 baño;2ª planta
1.750.000 €;Chalet en calle de Hoces de la Hermida;/comprar/chalet-moncloa_aravaca_aravaca28023-85068901751_107200/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);600 m²;El viso inmobiliaria. Pareado de 600 m²c. En parcela de 535. Planta baja: amplio hall de entrada, aseo invitados, gran salón con c...;40.459103;-3.7709389;6 habs.;7 baños;
349.000 €;Piso en Barrio La Latina;/comprar/piso-centro_embajadores_lavapies28005-44204252238_109100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);63 m²;Donpiso retiro vende excelente piso reformado en el centro de lavapiés. Viva en este emblemático barrio con las comodidades de un ...;40.4079786;-3.7097071;2 habs.;2 baños;1ª planta
199.500 €;Piso en calle de José Paulete, 5;/comprar/piso-puente_de_vallecas_portazgo28038-38387397192_526188/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);75 m²;"No cobramos honorarios al comprador.

Inmobiliaria san román les presenta muy buen piso exterior, en una de las zonas más demandad...";40.39428995700079;-3.6575176287511555;3 habs.;1 baño;1ª planta
650.000 €;Apartamento en Avenida de Alberto Alcocer, 12;/comprar/apartamento-chamartin_hispanoamerica28036-5059539170_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);76 m²;Acogedor oasis en el corazón del distrito financiero de madrid, a tan sólo unos minutos del paseo de la castellana, una de las art...;40.4585;-3.68595;1 hab.;1 baño;6ª planta
285.000 €;Piso en calle de la Ruda;/comprar/piso-centro_embajadores_lavapies28005-45004901512_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);51 m²;¡Bienvenido a tu nuevo hogar en la latina! Este encantador apartamento, ubicado en el tercer piso de un edificio en la calle ruda,...;40.4102991;-3.7076059;1 hab.;1 baño;3ª planta
859.000 €;Piso en Sol;/comprar/piso-sol_barrio28014-45066842082_100500/;Sol (Distrito Centro. Madrid Capital);99 m²;"Increíble vivienda totalmente reformada, lista para estrenar y entrar a vivir.

Se caracteriza por ubicarse en la zona con más his...";40.4172768;-3.7022606;3 habs.;;4ª planta
289.000 €;Piso en Zona Nueva de Orcasitas;/comprar/piso-orcasitas-45019236049_101000/;Orcasitas (Distrito Usera. Madrid Capital);110 m²;"¡¡¡¡¡No cobramos honorarios al comprador!!!!
Estupendo piso con terraza de 3 dor. Con 2 baños completos en urb cerrada con piscina...";40.3668866;-3.7174415;3 habs.;2 baños;
1.495.000 €;Piso en Lista;/comprar/piso-chamartin_el_viso28006-40072639669_102100/;El Viso (Distrito Chamartín. Madrid Capital);256 m²;Barrio de salamanca, calle diego de león próxima a calle príncipe de vergara, vivienda exterior de 256 metros luminosa, precisa re...;40.4446845;-3.6881722;5 habs.;3 baños;
2.650.000 €;Piso en calle de Apolonio Morales;/comprar/piso-nueva_espana28036-44206804565_100500/;Nueva España (Distrito Chamartín. Madrid Capital);397 m²;El viso inmobiliaria ofrece piso reformado de casi 400 m²c. (unos 290 útiles) en 6ª planta de una finca de lujo con zonas comunes....;40.4639337;-3.6825329;4 habs.;4 baños;6ª planta
229.900 €;Piso en calle de Castrillo de Aza;/comprar/piso-villa_de_vallecas_santa_eugenia28031-44250384774_100500/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);60 m²;"Inmobiliaria santa eugenia vohome vende:

Acogedor ático con reforma a estrenar , consta de 2 dormitorios, salón, cocina actualiza...";40.3852924;-3.6083709;2 habs.;1 baño;11ª planta
1.400.000 €;Piso en Goya;/comprar/piso-goya28009-33417711843_521707/;Goya (Distrito Salamanca. Madrid Capital);75 m²;En un enclave único, cerca de una de las calles principales del barrio de salamanca, en un edificio representativo se encuentra es...;40.426257;-3.6729278;2 habs.;1 baño;2ª planta
349.000 €;Piso en Campamento;/comprar/piso-latina_campamento28024-41685826683_100200/;Campamento (Distrito Latina. Madrid Capital);120 m²;Agencia inmobiliaria de madrid zona aviacion española cuatro vientos tecnocasa vende piso en cuatro vientos, la dehesa del princip...;40.3795689;-3.7952368;3 habs.;2 baños;
288.500 €;Apartamento en calle de Dulce Chacón;/comprar/apartamento-virgen_del_cortijo_manoteras28050-42587265125_106000/;Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital);49 m²;"¡Sin comisión de agencia!
Inmoline, 91 616 32 20 y whatsapp 663 143 487.-  espectacular vivienda de lujo, muy luminosa, en la zona...";40.4853524;-3.6671123;1 hab.;1 baño;17ª planta
141.000 €;Piso en calle de la Huerta del Convento;/comprar/piso-valderrivas28032-42585938653_994867/;Valderrivas (Distrito Vicálvaro. Madrid Capital);46 m²;"Oportunidad de inversión: inmueble alquilado
Renta actual: 608,85 €/mes
Fecha de fin de contrato: 07/2026
Imposibilidad de visita ...";40.4007378;-3.604602;2 habs.;1 baño;4ª planta
560.000 €;Piso en Rejas;/comprar/piso-rejas28022-40838520535_100500/;Rejas (Distrito San Blas. Madrid Capital);145 m²;"¡¡¡No cobramos honorarios al comprador!!!

Asesores inmobiliarios las rosas pone a la venta magnífico piso en urbanización privada...";40.4447627;-3.5765731;4 habs.;2 baños;2ª planta
3.950.000 €;Piso en calle de Villanueva;/comprar/piso-recoletos28001-40882364814_109300/;Recoletos (Distrito Salamanca. Madrid Capital);228 m²;De rojas servicios inmobiliarios  pone a su disposición el inmueble situado en la zona más cotizada del barrio de recoletos, a es...;40.422374094;-3.684534721;4 habs.;;
650.000 €;Piso en Cortes;/comprar/piso-jeronimos28014-37584619873_102100/;Jerónimos (Distrito Retiro. Madrid Capital);68 m²;Gilmar consulting inmobiliario madrid, zona centro-cortes comercializa un exclusivo piso en las mejores fincas de cortes. La casa ...;40.4160388;-3.6958211;2 habs.;2 baños;
163.000 €;Apartamento en Buenavista;/comprar/apartamento-carabanchel_buenavista28044-45062290788_519171/;Buenavista (Distrito Carabanchel. Madrid Capital);71 m²;"Disponibles 2 apartamentos a estrenar, situados en ""carabanchel alto"" . Cuentan con  71 m² y otro en 68m².  Suelos en gres porcelá...";40.371312;-3.7600214;1 hab.;1 baño;Bajo
170.000 €;Apartamento en calle de Baleares;/comprar/apartamento-carabanchel_comillas28019-30059545411_100500/;Comillas (Distrito Carabanchel. Madrid Capital);50 m²;"Gastos de compraventa no incluidos (6% de i.t.p + notaría - gestoría - registro) 
!!!! Piso en venta actualmente esta alquilado po...";40.3933513;-3.7130428;2 habs.;1 baño;Bajo
149.900 €;Piso en Plaza del Aguador;/comprar/piso-abrantes28025-44196326154_100500/;Abrantes (Distrito Carabanchel. Madrid Capital);72 m²;"!!!! Oportunidad  ¡¡¡¡¡
Planta 4ª distribuida en 72 m² que componen un amplio y luminoso salón comedor con salida a una terraza, c...";40.3769035;-3.7339637;3 habs.;1 baño;4ª planta
2.835.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-mirasierra_arroyo_del_fresno28034-39246764371_102100/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);565 m²;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 940, superficie construida ...;40.4887429;-3.689113;6 habs.;7 baños;
1.450.000 €;Piso en Universidad-Malasaña;/comprar/piso-universidad_malasana28004-25051116368_996542/;Universidad-Malasaña (Distrito Centro. Madrid Capital);274 m²;"Diplomatic real estate ofrece piso reformado en edificio clásico tipo palacete de los años 20. Techos de 3.1 metros
Salón amplio c...";40.421752;-3.7027973;4 habs.;3 baños;1ª planta
330.000 €;Piso en calle de la Isla de Sumatra, 51;/comprar/piso-fuencarral_el_pardo_valverde28034-44253572400_101000/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);92 m²;"¡Descubre tu hogar ideal sin comisiones adicionales en alfa urban home!

Si estás en busca del hogar de tus sueños o deseas realiz...";40.4953908;-3.685563299999999;2 habs.;2 baños;
365.000 €;Piso en San Isidro;/comprar/piso-carabanchel_san_isidro28019-43426197032_100200/;San Isidro (Distrito Carabanchel. Madrid Capital);111 m²;Inmobiliaria en opañel, san isidro - tecnocasa estudio inm san isidro s.l agencia inmobiliaria de madrid zona carabanchel tecnocas...;40.3955804;-3.7297778;3 habs.;1 baño;
215.000 €;Piso en Orcasitas Poblado;/comprar/piso-orcasitas-43349704893_109100/;Orcasitas (Distrito Usera. Madrid Capital);114 m²;Vivienda reformada, de 3 habitaciones dobles, baño, aseo, cocina amplia, salón con terraza amplia. Para entrar a vivir. ( el pvp i...;40.3702117;-3.7045361;2 habs.;1 baño;1ª planta
199.000 €;Estudio en calle de Mota del Cuervo;/comprar/estudio-hortaleza_canillas28043-41719599289_100500/;Canillas (Distrito Hortaleza. Madrid Capital);51 m²;"Vohome propiedades vende en exclusiva estudio en calle mota del cuervo ""villarrosa""

Estudio muy luminoso por su orientación sur c...";40.4642761;-3.6336259;;1 baño;
219.400 €;Piso en Madrid;/comprar/piso-universidad_malasana28004-43399203691_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);40 m²;"C r. Homes inmobiliaria vende piso de 40 m² exterior de 1 dormitorios y baño, con en madrid - malasaña.
La vivienda se encuentra e...";40.423208;-3.7037575;1 hab.;1 baño;Bajo
1.000.090 €;Piso en calle calle Islas Filipinas;/comprar/piso-chamberi_vallehermoso28003-42580901855_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);157 m²;Descubre este exclusivo piso en la codiciada av. De las islas filipinas, donde la comodidad se une con la elegancia urbana. Ubicad...;40.4407453;-3.7091006;4 habs.;2 baños;3ª planta
465.000 €;Piso en calle de la Infanta Mercedes, 91;/comprar/piso-castillejos28020-3597115492_109700/;Castillejos (Distrito Tetuán. Madrid Capital);50 m²;Bajo A. V01. Piso en un edificio de obra nueva de 50 m2 de superficie útil y ubicado en la zona de Madrid Capital, enclavado en planta baja. Está distribuido en 2 habitaciones y 2 baños completos. Incluye extras como ascensor.;40,4624735;-3,6946876;2 habs.;2 baños;Bajo
950.000 €;Piso en El Encinar de los Reyes;/comprar/piso-valdebebas_valdefuentes28055-43354208379_102100/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);155 m²;Gilmar consulting inmobiliario, ofrece en exclusiva, luminoso y moderno piso de cuatro dormitorios y dos terrazas (una interior y ...;40.5031364;-3.6365326;4 habs.;3 baños;
125.000 €;Piso en Plaza de Vilaflor;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-43391544823_100500/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);60 m²;"Blue future real estate pone en venta en exclusiva propiedad sin posesión.

Vivienda por debajo de valor de mercado! El inmueble n...";40.4329639;-3.6355944;3 habs.;1 baño;4ª planta
895.000 €;Finca rústica en Alh. El Grande;/comprar/finca_rustica-cortes_huertas28014-37589090707_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);343 m²;Cortijo andaluz construido en 1700 por el duque fernán núñez inspirado en un palacio portugués. La ubicación excepcional de esta p...;40.416468;-3.6992712;5 habs.;3 baños;
215.000 €;Piso en Madrid, Zona de - Tetuán, Distrito - Almenara;/comprar/piso-tetuan_almenara28029-45075424950_104700/;Almenara (Distrito Tetuán. Madrid Capital);63 m²;Redpiso ofrece a la venta vivienda en el barrio de almenara.  Hablamos de una planta baja que consta de 63 m² distribuidos en : 3 ...;40.472566;-3.6927812;3 habs.;;
186.000 €;Piso en Las Águilas;/comprar/piso-las_aguilas28024-40878125840_100200/;Las Águilas (Distrito Latina. Madrid Capital);65 m²;Agencia inmobiliaria de madrid zona aviacion española cuatro vientos tecnocasa vende piso en las águilas - parque europa, en la ca...;40.452027727;-3.690126474;2 habs.;1 baño;
320.000 €;Piso en Avenida de Santa Eugenia;/comprar/piso-villa_de_vallecas_santa_eugenia28031-39188087883_101000/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);114 m²;"Alfa inmobiliaria presenta estupenda vivienda en la zona de sta. Eugenia 

Piso de 4 dormitorios en avda. De sta. Eugenia, en urba...";40.3834401;-3.6115499;4 habs.;2 baños;5ª planta
535.000 €;Piso en Chueca;/comprar/piso-chamartin_hispanoamerica28036-44227132523_102100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);88 m²;En gilmar inmobiliaria tenemos el placer de presentarles una exclusiva vivienda en altura ubicada en el prestigioso barrio de chue...;40.4716024;-3.7115182;3 habs.;2 baños;
167.000 €;Piso en calle de la Sierra Vieja;/comprar/piso-casco_historico_de_vallecas28031-37512886449_107000/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);81 m²;Os presentamos este piso ubicado en madrid. El inmueble se distribuye en dos habitaciones, salón-comedor, cocina, un baño y un bal...;40.3780054831401;-3.62210319256178;2 habs.;1 baño;
299.000 €;Piso en calle de Tribaldos;/comprar/piso-hortaleza_canillas28043-42596257804_100500/;Canillas (Distrito Hortaleza. Madrid Capital);86 m²;"Vohome propiedades vende este piso en ultima planta con increíbles vistas y rodeado de zonas verdes.

El piso se compone de tres d...";40.4678982;-3.632352;3 habs.;1 baño;13ª planta
260.000 €;Ático en Avenida del Ensanche de Vallecas;/comprar/atico-ensanche_de_vallecas_valdecarros28051-44207196044_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);73 m²;"Inmobiliaria vohome propiedades vende piso con terraza en ensanche de vallecas. 

Vivienda originariamente de 1 dormitorio con ter...";40.3607554;-3.5956006;2 habs.;1 baño;
569.000 €;Piso en Cortes-Huertas;/comprar/piso-cortes_huertas28014-44256916669_100200/;Cortes-Huertas (Distrito Centro. Madrid Capital);92 m²;¡Vende! Exlusiva vivienda exterior con 4 balcones a la calle, en una ubicación privilegiada, con una excelente luminosidad gracias...;40.4151291;-3.6991502;2 habs.;;2ª planta
1.750.000 €;Ático en Castellana;/comprar/atico-salamanca_castellana28001-30845330328_521707/;Castellana (Distrito Salamanca. Madrid Capital);150 m²;El piso cuenta con calefacción por gas natural y agua caliente a través de gas natural individual, además de instalación de aire a...;40.4279432;-3.685943;2 habs.;3 baños;
1.175.000 €;Ático en Palacio;/comprar/atico-acacias28005-28349058474_102100/;Acacias (Distrito Arganzuela. Madrid Capital);173 m²;Gilmar consulting inmobiliario presenta para sus clientes de la zona centro de madrid, este precioso ático de 170 metros cuadrados...;40.4102498;-3.7089673;4 habs.;3 baños;
850.000 €;Piso en Goya;/comprar/piso-fuente_del_berro28028-44224400295_102100/;Fuente del Berro (Distrito Salamanca. Madrid Capital);93 m²;Barrio de salamanca, plaza manuel becerra, vivienda de 93 metros a estrenar con magníficas calidades, en planta alta exterior con ...;40.4369635;-3.6709172;3 habs.;2 baños;
389.900 €;Piso en Chamartin;/comprar/piso-castilla28036-44243118772_100500/;Castilla (Distrito Chamartín. Madrid Capital);52 m²;Apartamento en una zona perfecta de madrid. Chamartín es una elegante zona residencial con tiendas exclusivas. En sus anchas aveni...;40.467968889;-3.686555904;1 hab.;1 baño;7ª planta
859.000 €;Piso en Carrera San Jerónimo;/comprar/piso-sol_barrio28014-44210162616_109300/;Sol (Distrito Centro. Madrid Capital);88 m²;De rojas servicios inmobiliarios pone a su disposición el inmueble ubicado en la carrera de san jerónimo una de las calles màs rep...;40.4167523;-3.7012235;2 habs.;;
A consultar;Chalet en Aravaca;/comprar/chalet-moncloa_aravaca_aravaca28023-43401017765_100500/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);270 m²;"Alfar, tu nuevo hogar en aravaca.
Esta casa es especial porque se trata de un proyecto residencial, único en la exclusiva zona res...";40.4552393;-3.7893267;3 habs.;4 baños;
1.599.000 €;Piso en Goya;/comprar/piso-ciudad_universitaria28040-40041634270_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);130 m²;En lugar estratégico, junto al retiro, plaza de felipe ii, zona mas comercial de goya, medios de transporte al alcance, edificio r...;40.4822186;-3.6836635;3 habs.;3 baños;
239.000 €;Piso en Piso Ubicado en calle Prudencio Álvaro, La Elipa;/comprar/piso-ciudad_lineal_quintana-44222945068_109100/;Quintana (Distrito Ciudad Lineal. Madrid Capital);87 m²;Piso ubicado en calle prudencio álvaro, en barrio de la elipa. Próximo al polideportivo la concepción. ( el pvp indicado no incluy...;40.4387609;-3.6436576;3 habs.;1 baño;Bajo
1.210.000 €;Piso en Goya;/comprar/piso-nino_jesus28009-43393243240_102100/;Niño Jesús (Distrito Retiro. Madrid Capital);139 m²;Barrio de salamanca, magnífica vivienda exterior muy luminosa en planta alta y a estrenar de 139 metros, perfectamente distribuida...;40.4189671;-3.685387;3 habs.;3 baños;
157.000 €;Piso en calle de Félix López;/comprar/piso-puerta_bonita28025-45064498325_100500/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);52 m²;Zona madrid real estate vende en exclusiva piso de 67m² exterior, primera planta, dos dormitorios, cocina, baño, amplio salón y ve...;40.3849076;-3.729465;2 habs.;1 baño;1ª planta
1.490.000 €;Piso en El Viso;/comprar/piso-chamartin_el_viso28002-24178797472_996542/;El Viso (Distrito Chamartín. Madrid Capital);197 m²;Extraordinario piso en concha espina. Planta octava toda exterior con increibles vistas a santiago bernabeu, reforma de gran calid...;40.4516828;-3.6874381;4 habs.;4 baños;8ª planta
195.000 €;Piso en calle del Abolengo;/comprar/piso-carabanchel_vista_alegre28025-44208343823_101800/;Vista Alegre (Distrito Carabanchel. Madrid Capital);87 m²;Oca servicios inmobiliarios vende este estupendo piso con infinitas posibilidades en el corazón del distrito de carabanchel, muy c...;40.3891125;-3.7375228;3 habs.;1 baño;3ª planta
790.000 €;Piso en Goya;/comprar/piso-goya28009-45067878262_108900/;Goya (Distrito Salamanca. Madrid Capital);134 m²;Homes by gestilar vende esta exclusiva vivienda exterior con terraza en reforma de 134 m² de superficie en el barrio de goya, madr...;40.4249295;-3.6690245;3 habs.;3 baños;1ª planta
829.000 €;Piso en Cortes-Huertas;/comprar/piso-cortes_huertas28014-27522424910_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);102 m²;Fortuny real estate ofrece en vente inmueble de 102m² de superficie, situado en la 3era planta de una finca de principios de siglo...;40.4123347;-3.6984153;3 habs.;3 baños;3ª planta
326.000 €;Piso en Aluche;/comprar/piso-latina_aluche28047-42518945802_100200/;Aluche (Distrito Latina. Madrid Capital);120 m²;"Agencia inmobiliaria de madrid zona aluche - ocaña oficina tecnocasa vende piso en aluche, calle ocaña.
Piso para entrar a vivir d...";40.3853116;-3.751186;4 habs.;2 baños;
485.000 €;Piso en Avenida de la Albufera;/comprar/piso-palomeras_sureste28031-43353290183_524228/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);111 m²;"Ático en urbanización cerrada con piscina en una de las mejores urbanizaciones  de villa de vallecas.
 
Cuenta con una superficie ...";40.382624863;-3.62957846;3 habs.;2 baños;9ª planta
220.000 €;Piso en calle de la Encomienda de Palacios, 308;/comprar/piso-pavones-45095722776_100500/;Pavones (Distrito Moratalaz. Madrid Capital);58 m²;"¡Bienvenidos a este maravilloso piso en venta! 

Totalmente reformado.

Muy luminoso y ubicado en una zona tranquila. 

Su distrib...";40.3976;-3.63677;3 habs.;1 baño;1ª planta
1.080.000 €;Piso en calle de José Ortega y Gasset;/comprar/piso-lista_barrio28006-44253739487_101800/;Lista (Distrito Salamanca. Madrid Capital);97 m²;"Sky real estate pone en venta piso 4º en exclusiva zona.

En sky real estate, estamos emocionados de presentarte este encantador c...";40.4300596;-3.6750093;2 habs.;1 baño;4ª planta
1.200.000 €;Piso en Paseo de la Castellana, nº sn;/comprar/piso-fuencarral_el_pardo_la_paz28046-36731530862_524622/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);198 m²;En pasa a tu casa inmobiliaria, tenemos maravillosos piso en el paseo de la castellana, pasado plaza castilla de 198 m², con 3 dor...;40.48279849447192;-3.6824997768025187;3 habs.;4 baños;3ª planta
355.700 €;Piso en calle Ilusion, 22;/comprar/piso-el_canaveral-4009076470_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);102 m²;P.3 6ºD V26. Piso en una finca de obra nueva de 102 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 6. Está dispuesto en 2 habitaciones, 2 baños completos y terraza de 11,35 m2. Cuenta como extras ascensor, garaje y trastero.;40,404742073;-3,555921144;2 habs.;2 baños;6ª planta
