precio;sub_descr;href;ubicacion;banios;mt2;planta;otros;latitude;longitude;habitaciones
2.100 €/mes;Piso en Peñagrande;/alquilar/piso-ciudad_universitaria28035-39213615536_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;120 m²;;Gilmar consulting inmobiliario presenta espectacular piso obra nueva, listo para entrar a vivir! Distribuido en 120m², 4 dormitori...;40.4749333;-3.7392921;4 habs.
2.000 €/mes;Apartamento en Arroyo Fresno;/alquilar/apartamento-fuencarral_el_pardo_el_pardo28049-41735577147_102100/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;112 m²;;Apartamento en arroyo fresno de 112 m², 3 dormitorios, 2 baños, exterior, muy luminoso y salón independiente  características:  ca...;40.534409;-3.7827479;3 habs.
2.450 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28006-41698329007_101800/;Castellana (Distrito Salamanca. Madrid Capital);;75 m²;;;40.4360258;-3.684191;
1.215 €/mes;Piso en Vicálvaro;/alquilar/piso-el_canaveral-40087433030_101800/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 baños;85 m²;4ª planta;"*promoción: un mes de alquiler gratis. Sin comisiones de agencia. Admitimos mascotas.

Engel & völkers presenta este piso de 2 hab...";40.4009954;-3.5466068;2 habs.
1.350 €/mes;Apartamento en calle de Irún;/alquilar/apartamento-moncloa_aravaca_arguelles28008-41745346097_108900/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;63 m²;;Housingo ofrece en alquiler este encantador apartamento completamente amueblado en la calle irún. Con una distribución inteligente...;40.4221778;-3.7159341;1 hab.
1.800 €/mes;Piso en Chamberi;/alquilar/piso-trafalgar28010-41718818685_101800/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;62 m²;6ª planta;Engel & völkers presenta este bonito piso reformado de 62m² situado en una de las mejores calles de trafalgar, la calle eloy gonza...;40.4344042;-3.7019621;1 hab.
1.280 €/mes;Piso en San Blas;/alquilar/piso-san_blas_rosas28022-40858741369_108900/;Rosas (Distrito San Blas. Madrid Capital);2 baños;120 m²;6ª planta;Piso reformado de obra semi-nueva de 110m², 3 amplios dormitorios, el principal con vestidor, salón comedor de 15m², cocina de dis...;40.424340117;-3.601499784;3 habs.
1.525 €/mes;Piso en Arganzuela;/alquilar/piso-imperial28005-40921846537_108900/;Imperial (Distrito Arganzuela. Madrid Capital);2 baños;80 m²;2ª planta;Espectacular piso de obra nueva a estenar con primeras calidades de 80m², distribuido en 2 habitaciones (una de ellas con balcón),...;40.402981242;-3.72060332;2 habs.
1.300 €/mes;Loft en Moncloa-Aravaca;/alquilar/loft-moncloa_aravaca_aravaca28023-41710745932_108900/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;80 m²;;Loft de dos plantas , con 60m² en la parte inferior en la cual se encuentra salón, cocina abierta al mismo totalmente equipada y a...;40.458788;-3.7814588;2 habs.
2.500 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28004-41724164037_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;180 m²;;"La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso reformado y amueblado, de 180 m², 4 dormitorios y patio;...";40.4248993;-3.7058366;4 habs.
1.200 €/mes;Piso en Chamartin;/alquilar/piso-castilla28036-41694125666_108900/;Castilla (Distrito Chamartín. Madrid Capital);1 baño;45 m²;2ª planta;Estupendo apartamento de 45 m² situado en una de las mejores fincas de chamartín, se accede por un amplio recibidor y cuenta con u...;40.4674514;-3.6858387;1 hab.
2.900 €/mes;Piso en Distrito Salamanca;/alquilar/piso-salamanca_castellana28006-40840721797_108900/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;100 m²;;"Disponible el 06 de marzo de 2024!

Housingo presenta este magnífico piso recién reformado, el cual cuenta con dos dormitorios y t...";40.437522;-3.6843559;2 habs.
2.500 €/mes;Piso en Lista;/alquilar/piso-lista_barrio28006-41724101736_100500/;Lista (Distrito Salamanca. Madrid Capital);2 baños;100 m²;1ª planta;La inmobiliaria internacional cpm gestiona este amplio y luminoso piso sin amueblar, de 95 m² y 2 habitaciones, próximo a la estac...;40.4328054;-3.6748322;3 habs.
2.800 €/mes;Piso en Mirasierra-Arroyo del Fresno;/alquilar/piso-mirasierra_arroyo_del_fresno28034-40837087476_100500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);3 baños;260 m²;4ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso sin amueblar, de 260 m² y 4 habitaciones, situado en urb...;40.495307067;-3.714773999;4 habs.
2.950 €/mes;Casa pareada en Villa de Vallecas;/alquilar/casa_pareada-ensanche_de_vallecas_valdecarros28051-38361493821_101800/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);3 baños;297 m²;;"Disponible a partir de enero.

Engel & völkers les ofrece este precioso chalet de obra nueva, sin amueblar que consta de tres plan...";40.3761059;-3.61143;5 habs.
950 €/mes;Piso en Numancia;/alquilar/piso-numancia28038-35849413212_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);1 baño;52 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residen...";40.3974266;-3.6639446;2 habs.
1.595 €/mes;Piso en calle de Torrelaguna;/alquilar/piso-ciudad_lineal_san_pascual-41697571576_108900/;San Pascual (Distrito Ciudad Lineal. Madrid Capital);;104 m²;11ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Estupenda vivienda de 2 dormitorios con maravillosa terraza. ...";40.4431909;-3.6542542;2 habs.
2.700 €/mes;Ático en Moncloa;/alquilar/atico-moncloa_aravaca_arguelles28008-40010305474_101800/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;75 m²;;Engel & völkers se complace en presentar en alquiler  este maravillo ático con una espectacular terraza exterior,  amueblado y lis...;40.4323079;-3.7178472;
2.500 €/mes;Piso en Moncloa;/alquilar/piso-moncloa_aravaca_arguelles28008-40922137045_101800/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;120 m²;2ª planta;Engel & völkers presenta en alquiler  esta espaciosa y moderna vivienda, ubicada en pleno barrio de argüelles,  en la señorial cal...;40.4279177;-3.7164451;3 habs.
4.500 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28004-40917519665_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;123 m²;;"La inmobiliaria internacional cpm gestiona este estupendo piso, reformado y amueblado, de 123 m² 3 habitaciones y balcón; próximo ...";40.4247355;-3.7032942;3 habs.
2.700 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38414458809_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;75 m²;1ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.423045;-3.7031743;1 hab.
4.620 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28006-38363701837_101800/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;98 m²;;Engel & völkers presenta esta nueva joya en plena calle castellana. Se trata de sofisticado edificio donde disfrutar de una experi...;40.437328;-3.6802969;2 habs.
1.700 €/mes;Piso en Justicia-Chueca;/alquilar/piso-justicia_chueca28004-41765596070_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;67 m²;2ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso sin amueblar, de 67 m², 1 habitación y 1 balcón, próximo...;40.424453;-3.697156;1 hab.
1.255 €/mes;Piso en Piovera;/alquilar/piso-piovera28043-40844725794_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;48 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Vivienda sin amueblar. Bonita promoción de viviendas en las e...";40.4614664;-3.6375587;1 hab.
1.100 €/mes;Ático en Chamartin;/alquilar/atico-chamartin_prosperidad28002-41716662565_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);1 baño;58 m²;;Engel & völkers presenta este acogedor ático con terraza. El salón-comedor da a un espacioso balcón abierto con un amplio patio de...;40.4401422;-3.6784387;1 hab.
1.800 €/mes;Piso en Las Tablas;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-41741591664_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;157 m²;2ª planta;"La inmobiliaria internacional cpm gestiona este amplio y luminoso piso sin amueblar, de 157 m², 3 habitaciones; situado en urbaniz...";40.506062296;-3.677375715;3 habs.
3.400 €/mes;Piso en Salamanca;/alquilar/piso-chamberi_arapiles28015-41748191269_101800/;Arapiles (Distrito Chamberí. Madrid Capital);3 baños;195 m²;7ª planta;Engel & völkers presenta este espectacular piso con terraza reformado en arapiles en alquiler. Está ubicado en una séptima planta ...;40.4344095;-3.7071693;4 habs.
900 €/mes;Piso en Amposta;/alquilar/piso-san_blas_amposta-40925639682_100500/;Amposta (Distrito San Blas. Madrid Capital);1 baño;52 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residen...";40.4263411;-3.6219787;2 habs.
1.395 €/mes;Piso en Sanchinarro;/alquilar/piso-sanchinarro28050-40929100811_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 baños;122 m²;3ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso sin amueblar de 122 m² y 2 habitaciones, situado en urba...;40.4898877;-3.6493423;2 habs.
1.775 €/mes;Estudio en Chamartin;/alquilar/estudio-sol_barrio28013-36716349410_108900/;Sol (Distrito Centro. Madrid Capital);;20 m²;;¿Quieres vivir la experiencia de compartir un chalet con otros 9 jóvenes profesionales y estudiantes internacionales? Leer el anun...;40.4624291;-3.6768265;
1.050 €/mes;Piso en calle de Francisco Remiro;/alquilar/piso-guindalera28028-41726556095_108900/;Guindalera (Distrito Salamanca. Madrid Capital);;58 m²;3ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

*es condición esencial permanecer en la vivienda al menos 12...";40.4379883;-3.6692023;
3.500 €/mes;Ático en Centro;/alquilar/atico-trafalgar28004-38361203719_101800/;Trafalgar (Distrito Chamberí. Madrid Capital);3 baños;127 m²;;"Engel&völkers presenta este exclusivo ático-dúplex en el emblemático barrio de malasaña, junto a la glorieta de san bernardo.
Está...";40.4299614;-3.7053352;2 habs.
1.550 €/mes;Piso en Centro;/alquilar/piso-universidad_malasana28015-38415706912_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;102 m²;4ª planta;Engel & völkers presenta para alquiler un piso recién reformado en una 4ª planta con 1 dormitorio y 1 baño (con plato de ducha) en...;40.4257937;-3.7085272;1 hab.
1.500 €/mes;Piso en Avenida de Niceto Alcalá Zamora;/alquilar/piso-sanchinarro28050-40868441346_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 baños;70 m²;2ª planta;Piso amueblado o vacío con 20 m² de terraza y garaje en urbanización con piscina, 2 dormitorios (antes 3) y 2 baños. Calefacción i...;40.489164519;-3.646434781;2 habs.
3.900 €/mes;Piso en Guindalera;/alquilar/piso-guindalera28028-40858752371_100500/;Guindalera (Distrito Salamanca. Madrid Capital);4 baños;160 m²;4ª planta;La inmobiliaria internacional cpm, gestiona este amplio y luminoso piso reformado, amueblado y equipado, de 160m², y 4 habitacione...;40.437648;-3.6728417;4 habs.
1.500 €/mes;Apartamento en calle de Hortaleza;/alquilar/apartamento-justicia_chueca28004-39194016909_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;50 m²;;Engel & völkers presenta en alquiler este cómodo loft totalmente reformado y amueblado en el corazón de chueca. La vivienda se enc...;40.4211234;-3.7004062;1 hab.
12.500 €/mes;Piso en Retiro;/alquilar/piso-jeronimos28014-38355275146_101800/;Jerónimos (Distrito Retiro. Madrid Capital);5 baños;336 m²;;Engel & völkers tiene el placer de presentar en exclusividad y para su alquiler, este maravilloso y único piso junto al parque de ...;40.4125986;-3.690091;3 habs.
870 €/mes;Piso en Vicalvaro;/alquilar/piso-vicalvaro_ambroz28032-41753118459_108900/;Ambroz (Distrito Vicálvaro. Madrid Capital);1 baño;60 m²;1ª planta;Vivienda de 60m² distribuida en 3 habitaciones ( una de ellas tipo vestidor), salón, cocina amueblada y equipada, 1 baño completo ...;40.4060233;-3.614204;3 habs.
850 €/mes;Piso en San Diego;/alquilar/piso-san_diego28053-39259144303_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;45 m²;2ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residen...";40.3888345;-3.6708248;2 habs.
3.800 €/mes;Apartamento en Chamartin;/alquilar/apartamento-chamartin_hispanoamerica28036-40025789700_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 baños;176 m²;4ª planta;Engel & völkers presenta este espectacular piso en el corazón financiero de madrid. Se trata de un apartamento remodelado, bastant...;40.4573319;-3.6876302;4 habs.
900 €/mes;Piso en calle de Boldano;/alquilar/piso-ciudad_lineal_quintana-40916846568_100500/;Quintana (Distrito Ciudad Lineal. Madrid Capital);1 baño;60 m²;3ª planta;"Se alquila vivienda en ciudad lineal/ arturo soria.
Vivienda ubicada en la calle boldano, 3º planta con ascensor, exterior, amplio...";40.4375408;-3.6406315;2 habs.
2.800 €/mes;Piso en Centro;/alquilar/piso-universidad_malasana28004-40050570895_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;118 m²;;"Disponible desde ya

Engel & völkers le ofrece en alquiler esta propiedad situada entre las calles de fuencarral y san bernardo. 
...";40.4278538;-3.7055144;3 habs.
2.500 €/mes;Piso en calle de la Luna, 18;/alquilar/piso-universidad_malasana28004-40917787532_109800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;97 m²;Bajo;"Piso tranquilo en el centro de madrid
Entrada. Pasillo
4 dormitorios amueblados
Salon amplio
Cocina con comedor
 2 baños completo...";40.422363;-3.7059817;4 habs.
2.600 €/mes;Piso en Chamberi;/alquilar/piso-rios_rosas28003-38417158100_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 baños;157 m²;5ª planta;Engel & völkers presenta esta acogedora vivienda no amueblada ubicada en el edificio géminis i. Se trata de un piso exterior, que ...;40.44648376;-3.697986068;3 habs.
1.975 €/mes;Piso en Nueva España;/alquilar/piso-nueva_espana28036-41679857981_100500/;Nueva España (Distrito Chamartín. Madrid Capital);1 baño;83 m²;2ª planta;La inmobiliaria internacional cpm gestiona este amplio y luminoso piso sin amueblar, de 83 m² y 2 habitaciones, próximo a la estac...;40.4604869;-3.6851196;2 habs.
2.950 €/mes;Piso en Chamberi;/alquilar/piso-sol_barrio28014-38412946656_101800/;Sol (Distrito Centro. Madrid Capital);2 baños;105 m²;;Engel & völkers presenta en exclusiva esta vivienda situada en la séptimaa planta de un edificio de nueva construcción en trafalga...;40.4180119;-3.7021126;2 habs.
3.250 €/mes;Piso en Chamberi;/alquilar/piso-gaztambide28015-40067103155_101800/;Gaztambide (Distrito Chamberí. Madrid Capital);3 baños;237 m²;;Engel & völkers les ofrece este excelente piso exterior sin amueblar de 185 m² de superficie útiles en uno de los edificios más re...;40.434683;-3.7117047;5 habs.
2.000 €/mes;Piso en Adelfas;/alquilar/piso-adelfas28007-41704334967_100500/;Adelfas (Distrito Retiro. Madrid Capital);2 baños;122 m²;2ª planta;"La inmobiliaria internacional cpm gestiona este amplio y luminoso piso sin amueblar, de 122 m², 3 dormitorios y terraza; situado e...";40.406219597;-3.667818466;3 habs.
3.030 €/mes;Piso en Embajadores-Lavapiés;/alquilar/piso-centro_embajadores_lavapies28012-41683732673_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;120 m²;4ª planta;"La inmobiliaria internacional cpm gestiona este estupendo piso, reformado y amueblado, de 120 m² 4 habitaciones y 4 balcones; próx...";40.412151;-3.6990223;4 habs.
3.500 €/mes;Piso en Salamanca;/alquilar/piso-guindalera28028-41729931497_101800/;Guindalera (Distrito Salamanca. Madrid Capital);3 baños;191 m²;;Engel & völkers te presenta este amplio piso reformado de 181 m² útiles, disponible para entrar a vivir , con excelentes calidades...;40.436974;-3.6729145;3 habs.
1.700 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28013-41687603367_101800/;Palacio (Distrito Centro. Madrid Capital);1 baño;98 m²;;Engel & völkers presenta este luminoso bajo con vistas a un patio jardín en el distrito de palacio a unos pocos pasos de la famosa...;40.4154437;-3.7114634;2 habs.
2.400 €/mes;Piso en Retiro;/alquilar/piso-ibiza28009-41754885690_101800/;Ibiza (Distrito Retiro. Madrid Capital);2 baños;120 m²;;Engel & völkers presente este luminoso piso totalmente exterior con vistas al parque del retiro. El inemuble consta de 120 metros ...;40.4207461;-3.6788813;2 habs.
3.950 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38419169264_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;153 m²;1ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.4234115;-3.7025389;3 habs.
980 €/mes;Piso en Buenavista;/alquilar/piso-carabanchel_buenavista28044-40928301309_100500/;Buenavista (Distrito Carabanchel. Madrid Capital);1 baño;53 m²;Bajo;"¡Alta de suministros gratis!

Excelente apartamento de dos dormitorios y un baño. Se encuentra en la entreplanta de un edificio re...";40.3678613;-3.7540053;2 habs.
1.550 €/mes;Piso en calle Orense;/alquilar/piso-tetuan_cuatro_caminos28020-40036609588_107500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);1 baño;65 m²;;Promoción: ¡Alta de suministros gratis si reservas antes del 29 de febrero. Y además, ¡Sin comisiones de agencia!.Piso de 65 m² en...;40.4483508343118;-3.69517686304712;1 hab.
4.000 €/mes;Piso en Centro;/alquilar/piso-universidad_malasana28013-38378003059_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;153 m²;;Engel & völkers ofrece este exclusivo piso en pleno centro de la ciudad. Situado en uno de los 20 edificios más emblemáticos de ma...;40.4236897;-3.7091219;
2.190 €/mes;Piso en calle de Ibiza;/alquilar/piso-ibiza28009-41737487368_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 baños;110 m²;2ª planta;"¡A estrenar! 
Extraordinaria vivienda junto al retiro totalmente reformada, muy luminosa, de 110m², en una segunda planta con asce...";40.4180534;-3.6750557;3 habs.
1.545 €/mes;Piso en Avenida del Machupichu;/alquilar/piso-piovera28043-40061613238_108900/;Piovera (Distrito Hortaleza. Madrid Capital);;90 m²;2ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta

Estupenda vivienda de 2 dormitorios ¡Con garaje y trastero i...";40.4602912;-3.6296339;2 habs.
2.030 €/mes;Piso en Avenida del Machupichu;/alquilar/piso-hortaleza_canillas28043-41698555718_108900/;Canillas (Distrito Hortaleza. Madrid Capital);;104 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Estupenda vivienda de 3 dormitorios ¡Con garaje y trastero in...";40.4602912;-3.6296339;3 habs.
2.500 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_hispanoamerica28016-41695907632_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;86 m²;4ª planta;Engel & völkers presenta este piso en alquiler para cortas estancias amueblado y con todo lo necesario para entrar a vivir según s...;40.4569157;-3.6807253;2 habs.
1.250 €/mes;Apartamento en Chamartin;/alquilar/apartamento-chamartin_hispanoamerica28016-41700341059_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;50 m²;6ª planta;Engel & völkers presenta en exclusiva este estudio recien demodelado a estrenar y sin amueblar, muy luminoso, en una de las mejore...;40.4545636;-3.6801652;
1.425 €/mes;Piso en Tetuan;/alquilar/piso-tetuan_cuatro_caminos28020-41766393415_108900/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 baños;77 m²;2ª planta;Estupendo piso de 77 m² con plaza de garaje y trastero incluidos en el precio. Dispone de 3 dormitorios, todos ellos con armarios ...;40.4499789;-3.7021413;3 habs.
2.200 €/mes;Piso en Conde de Orgaz-Hortaleza;/alquilar/piso-hortaleza_palomas28042-41702027406_101800/;Palomas (Distrito Hortaleza. Madrid Capital);2 baños;90 m²;;¡Descubre este increíble apartamento de 2 habitaciones con dos baños, uno de ellos en suite, presentado por engel & völkers! Total...;40.45363795;-3.619802598;2 habs.
7.000 €/mes;Chalet pareado en Arturo Soria;/alquilar/chalet_pareado-piovera28043-38378280124_102100/;Piovera (Distrito Hortaleza. Madrid Capital);6 baños;600 m²;;Gilmar consulting inmobiliaria tiene el placer de presentarles este increíble chalet pareado de lujo de 600m² con ascensor, de sei...;40.4545025;-3.6452132;6 habs.
3.300 €/mes;Ático en calle del Arenal;/alquilar/atico-centro_palacio28013-41764156257_107700/;Palacio (Distrito Centro. Madrid Capital);2 baños;123 m²;;Disfruta de estas espectaculares vistas al teatro real y los edificios del madrid de los austrias desde tu terraza privada. Centur...;40.4177333264165;-3.70867164088696;3 habs.
1.400 €/mes;Piso en Arganzuela-Madrid Río;/alquilar/piso-puerta_del_angel-39206681044_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;67 m²;;Engel & völkers presenta para alquiler un piso exterior en primera planta con 2 dormitorios (1 doble, el otro individual) y 1 baño...;40.4134569;-3.7269273;2 habs.
2.100 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_prosperidad28002-40892729616_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);1 baño;50 m²;2ª planta;"Engel & völkers les ofrece este piso recién reformado a
Estrenar en una de las zonas mas demandadas de madrid. Se ubica a solo 1 c...";40.44136914;-3.678596893;2 habs.
1.800 €/mes;Piso en Arturo Soria-Ciudad Lineal;/alquilar/piso-costillares-39193782221_101800/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 baños;122 m²;9ª planta;Engel & völkers presenta un fantastico piso luminoso y con maravillosas vistas, en la calle serrano galvache en el barrio arturo s...;40.4757325;-3.6725805;2 habs.
1.700 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28005-40014237708_108900/;Palacio (Distrito Centro. Madrid Capital);1 baño;86 m²;;"Increíble inmueble en el centro de madrid con tres balcones exteriores e increíbles vistas.

El contrato de arrendamiento tiene qu...";40.4139552;-3.7087035;2 habs.
2.700 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_ciudad_jardin28002-41718631243_101800/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);2 baños;130 m²;;Engel & völkers presena este piso en alquiler vacío en edificio de obra nueva del 2023. Es un edificio que cuenta con zonas comune...;40.4476238;-3.671563;3 habs.
2.500 €/mes;Apartamento en Chamartin;/alquilar/apartamento-sol_barrio28013-40915182002_101800/;Sol (Distrito Centro. Madrid Capital);1 baño;100 m²;1ª planta;Engel & völkers presenta este increíble apartamento para alquiler de temporada. Está completamente dotado, en una de las más exclu...;40.4174044;-3.7037059;2 habs.
1.400 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28005-40018057057_108900/;Palacio (Distrito Centro. Madrid Capital);1 baño;69 m²;;"Increíble inmueble esquinero en el centro de madrid con tres balcones exteriores e increíbles vistas.
El contrato de arrendamiento...";40.4139552;-3.7087035;1 hab.
2.000 €/mes;Apartamento en Chamartin;/alquilar/apartamento-chamartin_hispanoamerica28016-40909715548_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;50 m²;5ª planta;Engel & völkers este estupendo apartamento completamente remodeladoa estrenar de 50m² en una de las mejores zonas de madrid. Está ...;40.4545636;-3.6801652;1 hab.
1.240 €/mes;Estudio en Chamartin;/alquilar/estudio-sol_barrio28013-36687880865_108900/;Sol (Distrito Centro. Madrid Capital);1 baño;20 m²;;¿Quieres vivir la experiencia de compartir un chalet con otros 9 jóvenes profesionales y estudiantes internacionales? Leer el anun...;40.4638136;-3.6767664;1 hab.
2.500 €/mes;Ático en Chamartin;/alquilar/atico-chamartin_hispanoamerica28036-41759581966_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;135 m²;;Engel & völkers presenta un ático de lujo en alquiler con reforma a reciente. Tiene unos 135 m² útiles y una terracita de 8 m² apr...;40.457708229;-3.683028956;1 hab.
3.400 €/mes;Piso en Chamberi;/alquilar/piso-rios_rosas28003-40898440022_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);4 baños;208 m²;;Engel & völkers presenta este luminoso dúplex en alquiler orientado hacia un tranquilo jardín interior, que cuenta con una privile...;40.446530827;-3.698975715;5 habs.
1.250 €/mes;Piso en Chamberí;/alquilar/piso-sol_barrio28005-40006679472_108900/;Sol (Distrito Centro. Madrid Capital);1 baño;66 m²;;"Altor asesores inmobiliarios ofrece segunda planta exterior en sol con balcones a la calle.
A 1 min andando de la plaza de la prov...";40.4142691;-3.7072423;1 hab.
1.150 €/mes;Piso en Guindalera;/alquilar/piso-guindalera28028-37531536305_100500/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;48 m²;3ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso amueblado, de 48 m² y 1 habitación, próximo al metro die...;40.4385013;-3.6746493;1 hab.
1.040 €/mes;Piso en San Andrés;/alquilar/piso-villaverde_san_andres28021-20841317780_100500/;San Andrés (Distrito Villaverde. Madrid Capital);1 baño;86 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de cuatro dormitorios y un baño. Se encuentra en la 3ª planta de un edificio resi...";40.3450376;-3.712398;4 habs.
6.900 €/mes;Casa adosada en calle de Romero Girón;/alquilar/casa_adosada-chamartin_hispanoamerica28036-19220092216_517093/;Hispanoamérica (Distrito Chamartín. Madrid Capital);6 baños;570 m²;;Espectacular chalet adosado con portero físico, seguridad 24h, garaje doble, dos trasteros, jardín privado de 60m² y dos terrazas ...;40.4565205;-3.6828488;6 habs.
1.520 €/mes;Piso en calle del Golfo de Salónica;/alquilar/piso-costillares-38424273554_108900/;Costillares (Distrito Ciudad Lineal. Madrid Capital);;108 m²;4ª planta;"Este mes siente el flechazo con hasta 1 mes gratis en tu nueva renta
Estupenda vivienda de 2 dormitorios ¡Con plaza de garaje y tr...";40.4804378;-3.6633316;2 habs.
2.500 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28001-41750068706_100500/;Castellana (Distrito Salamanca. Madrid Capital);1 baño;75 m²;4ª planta;La inmobiliaria internacional cpm gestiona este espectacular y luminoso piso de lujo, amueblado, de 75 m² y 1 habitación, próximo ...;40.4310791;-3.6858967;1 hab.
1.250 €/mes;Piso en San Blas;/alquilar/piso-rejas28022-41667118514_108900/;Rejas (Distrito San Blas. Madrid Capital);2 baños;70 m²;2ª planta;Estupenda vivienda de 70m² distribuida en 2 habitaciones con armarios empotrados, amplio salón-comedor independiente con mirador, ...;40.443514498;-3.581175203;2 habs.
725 €/mes;Piso en calle del Cardenal Vicente Enrique y Tarancón, 15;/alquilar/piso-ensanche_de_vallecas_valdecarros28051-945856910027243_109800/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 baño;65 m²;2ª planta;Piso 2 habitaciones exterior reformado totalmente equipado con muebles y electrodomésticos, salón comedor .;40.36481;-3.5899463;1 hab.
